date,drug_code,sales_qty,drug_name,tenant_id
2014-08-19,M01AB,13.65,Anti-inflammatory Acetic Acid,T002
2014-08-20,M01AB,6.01,Anti-inflammatory Acetic Acid,T002
2014-08-21,M01AB,3.15,Anti-inflammatory Acetic Acid,T002
2014-08-22,M01AB,6.88,Anti-inflammatory Acetic Acid,T002
2014-08-23,M01AB,3.43,Anti-inflammatory Acetic Acid,T002
2014-08-24,M01AB,3.46,Anti-inflammatory Acetic Acid,T002
2014-08-25,M01AB,4.74,Anti-inflammatory Acetic Acid,T002
2014-08-26,M01AB,2.42,Anti-inflammatory Acetic Acid,T002
2014-08-27,M01AB,4.01,Anti-inflammatory Acetic Acid,T002
2014-08-28,M01AB,2.68,Anti-inflammatory Acetic Acid,T002
2014-08-29,M01AB,6.44,Anti-inflammatory Acetic Acid,T002
2014-08-30,M01AB,3.77,Anti-inflammatory Acetic Acid,T002
2014-08-31,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2014-09-01,M01AB,3.61,Anti-inflammatory Acetic Acid,T002
2014-09-02,M01AB,2.61,Anti-inflammatory Acetic Acid,T002
2014-09-03,M01AB,8.09,Anti-inflammatory Acetic Acid,T002
2014-09-04,M01AB,5.92,Anti-inflammatory Acetic Acid,T002
2014-09-05,M01AB,4.17,Anti-inflammatory Acetic Acid,T002
2014-09-06,M01AB,6.44,Anti-inflammatory Acetic Acid,T002
2014-09-07,M01AB,2.31,Anti-inflammatory Acetic Acid,T002
2014-09-08,M01AB,1.2,Anti-inflammatory Acetic Acid,T002
2014-09-09,M01AB,6.88,Anti-inflammatory Acetic Acid,T002
2014-09-10,M01AB,5.2,Anti-inflammatory Acetic Acid,T002
2014-09-11,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2014-09-12,M01AB,3.19,Anti-inflammatory Acetic Acid,T002
2014-09-13,M01AB,3.41,Anti-inflammatory Acetic Acid,T002
2014-09-14,M01AB,1.39,Anti-inflammatory Acetic Acid,T002
2014-09-15,M01AB,1.49,Anti-inflammatory Acetic Acid,T002
2014-09-16,M01AB,4.74,Anti-inflammatory Acetic Acid,T002
2014-09-17,M01AB,2.49,Anti-inflammatory Acetic Acid,T002
2014-09-18,M01AB,3.28,Anti-inflammatory Acetic Acid,T002
2014-09-19,M01AB,2.03,Anti-inflammatory Acetic Acid,T002
2014-09-20,M01AB,4.71,Anti-inflammatory Acetic Acid,T002
2014-09-21,M01AB,1.0,Anti-inflammatory Acetic Acid,T002
2014-09-22,M01AB,3.91,Anti-inflammatory Acetic Acid,T002
2014-09-23,M01AB,3.2,Anti-inflammatory Acetic Acid,T002
2014-09-24,M01AB,6.16,Anti-inflammatory Acetic Acid,T002
2014-09-25,M01AB,5.58,Anti-inflammatory Acetic Acid,T002
2014-09-26,M01AB,4.2,Anti-inflammatory Acetic Acid,T002
2014-09-27,M01AB,4.6,Anti-inflammatory Acetic Acid,T002
2014-09-28,M01AB,0.38,Anti-inflammatory Acetic Acid,T002
2014-09-29,M01AB,7.67,Anti-inflammatory Acetic Acid,T002
2014-09-30,M01AB,11.93,Anti-inflammatory Acetic Acid,T002
2014-10-01,M01AB,2.42,Anti-inflammatory Acetic Acid,T002
2014-10-02,M01AB,2.26,Anti-inflammatory Acetic Acid,T002
2014-10-03,M01AB,4.93,Anti-inflammatory Acetic Acid,T002
2014-10-04,M01AB,5.36,Anti-inflammatory Acetic Acid,T002
2014-10-05,M01AB,2.15,Anti-inflammatory Acetic Acid,T002
2014-10-06,M01AB,5.39,Anti-inflammatory Acetic Acid,T002
2014-10-07,M01AB,3.3,Anti-inflammatory Acetic Acid,T002
2014-10-08,M01AB,3.99,Anti-inflammatory Acetic Acid,T002
2014-10-09,M01AB,1.13,Anti-inflammatory Acetic Acid,T002
2014-10-10,M01AB,4.91,Anti-inflammatory Acetic Acid,T002
2014-10-11,M01AB,3.54,Anti-inflammatory Acetic Acid,T002
2014-10-12,M01AB,3.0,Anti-inflammatory Acetic Acid,T002
2014-10-13,M01AB,1.67,Anti-inflammatory Acetic Acid,T002
2014-10-14,M01AB,3.09,Anti-inflammatory Acetic Acid,T002
2014-10-15,M01AB,1.56,Anti-inflammatory Acetic Acid,T002
2014-10-16,M01AB,7.93,Anti-inflammatory Acetic Acid,T002
2014-10-17,M01AB,3.28,Anti-inflammatory Acetic Acid,T002
2014-10-18,M01AB,4.58,Anti-inflammatory Acetic Acid,T002
2014-10-19,M01AB,3.84,Anti-inflammatory Acetic Acid,T002
2014-10-20,M01AB,3.79,Anti-inflammatory Acetic Acid,T002
2014-10-21,M01AB,2.35,Anti-inflammatory Acetic Acid,T002
2014-10-22,M01AB,3.5,Anti-inflammatory Acetic Acid,T002
2014-10-23,M01AB,1.48,Anti-inflammatory Acetic Acid,T002
2014-10-24,M01AB,4.1,Anti-inflammatory Acetic Acid,T002
2014-10-25,M01AB,2.79,Anti-inflammatory Acetic Acid,T002
2014-10-26,M01AB,3.34,Anti-inflammatory Acetic Acid,T002
2014-10-27,M01AB,9.75,Anti-inflammatory Acetic Acid,T002
2014-10-28,M01AB,4.24,Anti-inflammatory Acetic Acid,T002
2014-10-29,M01AB,5.82,Anti-inflammatory Acetic Acid,T002
2014-10-30,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2014-10-31,M01AB,2.19,Anti-inflammatory Acetic Acid,T002
2014-11-01,M01AB,2.43,Anti-inflammatory Acetic Acid,T002
2014-11-02,M01AB,4.59,Anti-inflammatory Acetic Acid,T002
2014-11-03,M01AB,7.7,Anti-inflammatory Acetic Acid,T002
2014-11-04,M01AB,6.6,Anti-inflammatory Acetic Acid,T002
2014-11-05,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2014-11-06,M01AB,6.56,Anti-inflammatory Acetic Acid,T002
2014-11-07,M01AB,6.66,Anti-inflammatory Acetic Acid,T002
2014-11-08,M01AB,13.87,Anti-inflammatory Acetic Acid,T002
2014-11-09,M01AB,3.39,Anti-inflammatory Acetic Acid,T002
2014-11-10,M01AB,1.09,Anti-inflammatory Acetic Acid,T002
2014-11-11,M01AB,7.95,Anti-inflammatory Acetic Acid,T002
2014-11-12,M01AB,3.12,Anti-inflammatory Acetic Acid,T002
2014-11-13,M01AB,9.13,Anti-inflammatory Acetic Acid,T002
2014-11-14,M01AB,5.89,Anti-inflammatory Acetic Acid,T002
2014-11-15,M01AB,4.66,Anti-inflammatory Acetic Acid,T002
2014-11-16,M01AB,2.29,Anti-inflammatory Acetic Acid,T002
2014-11-17,M01AB,10.5,Anti-inflammatory Acetic Acid,T002
2014-11-18,M01AB,2.86,Anti-inflammatory Acetic Acid,T002
2014-11-19,M01AB,1.4,Anti-inflammatory Acetic Acid,T002
2014-11-20,M01AB,4.5,Anti-inflammatory Acetic Acid,T002
2014-11-21,M01AB,1.54,Anti-inflammatory Acetic Acid,T002
2014-11-22,M01AB,6.57,Anti-inflammatory Acetic Acid,T002
2014-11-23,M01AB,4.68,Anti-inflammatory Acetic Acid,T002
2014-11-24,M01AB,4.39,Anti-inflammatory Acetic Acid,T002
2014-11-25,M01AB,5.99,Anti-inflammatory Acetic Acid,T002
2014-11-26,M01AB,3.6,Anti-inflammatory Acetic Acid,T002
2014-11-27,M01AB,7.91,Anti-inflammatory Acetic Acid,T002
2014-11-28,M01AB,3.07,Anti-inflammatory Acetic Acid,T002
2014-11-29,M01AB,3.26,Anti-inflammatory Acetic Acid,T002
2014-11-30,M01AB,5.95,Anti-inflammatory Acetic Acid,T002
2014-12-01,M01AB,4.39,Anti-inflammatory Acetic Acid,T002
2014-12-02,M01AB,8.19,Anti-inflammatory Acetic Acid,T002
2014-12-03,M01AB,4.37,Anti-inflammatory Acetic Acid,T002
2014-12-04,M01AB,3.16,Anti-inflammatory Acetic Acid,T002
2014-12-05,M01AB,2.0,Anti-inflammatory Acetic Acid,T002
2014-12-06,M01AB,3.57,Anti-inflammatory Acetic Acid,T002
2014-12-07,M01AB,5.13,Anti-inflammatory Acetic Acid,T002
2014-12-08,M01AB,1.07,Anti-inflammatory Acetic Acid,T002
2014-12-09,M01AB,1.09,Anti-inflammatory Acetic Acid,T002
2014-12-10,M01AB,3.67,Anti-inflammatory Acetic Acid,T002
2014-12-11,M01AB,2.37,Anti-inflammatory Acetic Acid,T002
2014-12-12,M01AB,6.89,Anti-inflammatory Acetic Acid,T002
2014-12-13,M01AB,1.21,Anti-inflammatory Acetic Acid,T002
2014-12-14,M01AB,10.84,Anti-inflammatory Acetic Acid,T002
2014-12-15,M01AB,6.15,Anti-inflammatory Acetic Acid,T002
2014-12-16,M01AB,6.35,Anti-inflammatory Acetic Acid,T002
2014-12-17,M01AB,3.33,Anti-inflammatory Acetic Acid,T002
2014-12-18,M01AB,5.05,Anti-inflammatory Acetic Acid,T002
2014-12-19,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2014-12-20,M01AB,1.0,Anti-inflammatory Acetic Acid,T002
2014-12-21,M01AB,4.91,Anti-inflammatory Acetic Acid,T002
2014-12-22,M01AB,3.9,Anti-inflammatory Acetic Acid,T002
2014-12-23,M01AB,11.1,Anti-inflammatory Acetic Acid,T002
2014-12-24,M01AB,1.02,Anti-inflammatory Acetic Acid,T002
2014-12-25,M01AB,9.67,Anti-inflammatory Acetic Acid,T002
2014-12-26,M01AB,3.48,Anti-inflammatory Acetic Acid,T002
2014-12-27,M01AB,8.09,Anti-inflammatory Acetic Acid,T002
2014-12-28,M01AB,2.64,Anti-inflammatory Acetic Acid,T002
2014-12-29,M01AB,2.46,Anti-inflammatory Acetic Acid,T002
2014-12-30,M01AB,9.55,Anti-inflammatory Acetic Acid,T002
2014-12-31,M01AB,6.71,Anti-inflammatory Acetic Acid,T002
2015-01-01,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2015-01-02,M01AB,6.99,Anti-inflammatory Acetic Acid,T002
2015-01-03,M01AB,9.04,Anti-inflammatory Acetic Acid,T002
2015-01-04,M01AB,5.19,Anti-inflammatory Acetic Acid,T002
2015-01-05,M01AB,2.34,Anti-inflammatory Acetic Acid,T002
2015-01-06,M01AB,3.28,Anti-inflammatory Acetic Acid,T002
2015-01-07,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2015-01-08,M01AB,2.33,Anti-inflammatory Acetic Acid,T002
2015-01-09,M01AB,3.25,Anti-inflammatory Acetic Acid,T002
2015-01-10,M01AB,6.0,Anti-inflammatory Acetic Acid,T002
2015-01-11,M01AB,3.36,Anti-inflammatory Acetic Acid,T002
2015-01-12,M01AB,2.47,Anti-inflammatory Acetic Acid,T002
2015-01-13,M01AB,11.37,Anti-inflammatory Acetic Acid,T002
2015-01-14,M01AB,3.15,Anti-inflammatory Acetic Acid,T002
2015-01-15,M01AB,7.89,Anti-inflammatory Acetic Acid,T002
2015-01-16,M01AB,6.3,Anti-inflammatory Acetic Acid,T002
2015-01-17,M01AB,7.99,Anti-inflammatory Acetic Acid,T002
2015-01-18,M01AB,4.26,Anti-inflammatory Acetic Acid,T002
2015-01-19,M01AB,6.06,Anti-inflammatory Acetic Acid,T002
2015-01-20,M01AB,4.45,Anti-inflammatory Acetic Acid,T002
2015-01-21,M01AB,4.82,Anti-inflammatory Acetic Acid,T002
2015-01-22,M01AB,4.04,Anti-inflammatory Acetic Acid,T002
2015-01-23,M01AB,3.86,Anti-inflammatory Acetic Acid,T002
2015-01-24,M01AB,5.07,Anti-inflammatory Acetic Acid,T002
2015-01-25,M01AB,4.71,Anti-inflammatory Acetic Acid,T002
2015-01-26,M01AB,8.63,Anti-inflammatory Acetic Acid,T002
2015-01-27,M01AB,2.74,Anti-inflammatory Acetic Acid,T002
2015-01-28,M01AB,3.35,Anti-inflammatory Acetic Acid,T002
2015-01-29,M01AB,4.57,Anti-inflammatory Acetic Acid,T002
2015-01-30,M01AB,1.06,Anti-inflammatory Acetic Acid,T002
2015-01-31,M01AB,9.64,Anti-inflammatory Acetic Acid,T002
2015-02-01,M01AB,4.69,Anti-inflammatory Acetic Acid,T002
2015-02-02,M01AB,6.82,Anti-inflammatory Acetic Acid,T002
2015-02-03,M01AB,3.63,Anti-inflammatory Acetic Acid,T002
2015-02-04,M01AB,2.34,Anti-inflammatory Acetic Acid,T002
2015-02-05,M01AB,2.22,Anti-inflammatory Acetic Acid,T002
2015-02-06,M01AB,3.39,Anti-inflammatory Acetic Acid,T002
2015-02-07,M01AB,2.31,Anti-inflammatory Acetic Acid,T002
2015-02-08,M01AB,1.4,Anti-inflammatory Acetic Acid,T002
2015-02-09,M01AB,3.86,Anti-inflammatory Acetic Acid,T002
2015-02-10,M01AB,3.64,Anti-inflammatory Acetic Acid,T002
2015-02-11,M01AB,3.55,Anti-inflammatory Acetic Acid,T002
2015-02-12,M01AB,3.28,Anti-inflammatory Acetic Acid,T002
2015-02-13,M01AB,6.59,Anti-inflammatory Acetic Acid,T002
2015-02-14,M01AB,4.52,Anti-inflammatory Acetic Acid,T002
2015-02-15,M01AB,14.08,Anti-inflammatory Acetic Acid,T002
2015-02-16,M01AB,3.61,Anti-inflammatory Acetic Acid,T002
2015-02-17,M01AB,5.37,Anti-inflammatory Acetic Acid,T002
2015-02-18,M01AB,1.06,Anti-inflammatory Acetic Acid,T002
2015-02-19,M01AB,2.11,Anti-inflammatory Acetic Acid,T002
2015-02-20,M01AB,5.83,Anti-inflammatory Acetic Acid,T002
2015-02-21,M01AB,3.49,Anti-inflammatory Acetic Acid,T002
2015-02-22,M01AB,2.38,Anti-inflammatory Acetic Acid,T002
2015-02-23,M01AB,5.16,Anti-inflammatory Acetic Acid,T002
2015-02-24,M01AB,4.3,Anti-inflammatory Acetic Acid,T002
2015-02-25,M01AB,7.48,Anti-inflammatory Acetic Acid,T002
2015-02-26,M01AB,6.35,Anti-inflammatory Acetic Acid,T002
2015-02-27,M01AB,7.66,Anti-inflammatory Acetic Acid,T002
2015-02-28,M01AB,6.61,Anti-inflammatory Acetic Acid,T002
2015-03-01,M01AB,9.28,Anti-inflammatory Acetic Acid,T002
2015-03-02,M01AB,7.15,Anti-inflammatory Acetic Acid,T002
2015-03-03,M01AB,8.2,Anti-inflammatory Acetic Acid,T002
2015-03-04,M01AB,11.02,Anti-inflammatory Acetic Acid,T002
2015-03-05,M01AB,7.09,Anti-inflammatory Acetic Acid,T002
2015-03-06,M01AB,2.2,Anti-inflammatory Acetic Acid,T002
2015-03-07,M01AB,3.7,Anti-inflammatory Acetic Acid,T002
2015-03-08,M01AB,6.96,Anti-inflammatory Acetic Acid,T002
2015-03-09,M01AB,2.31,Anti-inflammatory Acetic Acid,T002
2015-03-10,M01AB,1.5,Anti-inflammatory Acetic Acid,T002
2015-03-11,M01AB,11.77,Anti-inflammatory Acetic Acid,T002
2015-03-12,M01AB,3.04,Anti-inflammatory Acetic Acid,T002
2015-03-13,M01AB,4.2,Anti-inflammatory Acetic Acid,T002
2015-03-14,M01AB,3.2,Anti-inflammatory Acetic Acid,T002
2015-03-15,M01AB,3.33,Anti-inflammatory Acetic Acid,T002
2015-03-16,M01AB,8.67,Anti-inflammatory Acetic Acid,T002
2015-03-17,M01AB,5.93,Anti-inflammatory Acetic Acid,T002
2015-03-18,M01AB,8.07,Anti-inflammatory Acetic Acid,T002
2015-03-19,M01AB,2.03,Anti-inflammatory Acetic Acid,T002
2015-03-20,M01AB,1.04,Anti-inflammatory Acetic Acid,T002
2015-03-21,M01AB,10.78,Anti-inflammatory Acetic Acid,T002
2015-03-22,M01AB,8.66,Anti-inflammatory Acetic Acid,T002
2015-03-23,M01AB,2.34,Anti-inflammatory Acetic Acid,T002
2015-03-24,M01AB,4.33,Anti-inflammatory Acetic Acid,T002
2015-03-25,M01AB,3.72,Anti-inflammatory Acetic Acid,T002
2015-03-26,M01AB,5.64,Anti-inflammatory Acetic Acid,T002
2015-03-27,M01AB,2.99,Anti-inflammatory Acetic Acid,T002
2015-03-28,M01AB,1.53,Anti-inflammatory Acetic Acid,T002
2015-03-29,M01AB,6.79,Anti-inflammatory Acetic Acid,T002
2015-03-30,M01AB,6.38,Anti-inflammatory Acetic Acid,T002
2015-03-31,M01AB,5.79,Anti-inflammatory Acetic Acid,T002
2015-04-01,M01AB,6.66,Anti-inflammatory Acetic Acid,T002
2015-04-02,M01AB,5.47,Anti-inflammatory Acetic Acid,T002
2015-04-03,M01AB,6.12,Anti-inflammatory Acetic Acid,T002
2015-04-04,M01AB,3.64,Anti-inflammatory Acetic Acid,T002
2015-04-05,M01AB,3.36,Anti-inflammatory Acetic Acid,T002
2015-04-06,M01AB,8.24,Anti-inflammatory Acetic Acid,T002
2015-04-07,M01AB,7.14,Anti-inflammatory Acetic Acid,T002
2015-04-08,M01AB,4.8,Anti-inflammatory Acetic Acid,T002
2015-04-09,M01AB,1.5,Anti-inflammatory Acetic Acid,T002
2015-04-10,M01AB,11.47,Anti-inflammatory Acetic Acid,T002
2015-04-11,M01AB,12.49,Anti-inflammatory Acetic Acid,T002
2015-04-12,M01AB,0.0,Anti-inflammatory Acetic Acid,T002
2015-04-13,M01AB,7.47,Anti-inflammatory Acetic Acid,T002
2015-04-14,M01AB,5.16,Anti-inflammatory Acetic Acid,T002
2015-04-15,M01AB,2.17,Anti-inflammatory Acetic Acid,T002
2015-04-16,M01AB,2.5,Anti-inflammatory Acetic Acid,T002
2015-04-17,M01AB,9.73,Anti-inflammatory Acetic Acid,T002
2015-04-18,M01AB,8.62,Anti-inflammatory Acetic Acid,T002
2015-04-19,M01AB,10.54,Anti-inflammatory Acetic Acid,T002
2015-04-20,M01AB,3.34,Anti-inflammatory Acetic Acid,T002
2015-04-21,M01AB,6.76,Anti-inflammatory Acetic Acid,T002
2015-04-22,M01AB,1.42,Anti-inflammatory Acetic Acid,T002
2015-04-23,M01AB,4.82,Anti-inflammatory Acetic Acid,T002
2015-04-24,M01AB,11.84,Anti-inflammatory Acetic Acid,T002
2015-04-25,M01AB,5.43,Anti-inflammatory Acetic Acid,T002
2015-04-26,M01AB,7.1,Anti-inflammatory Acetic Acid,T002
2015-04-27,M01AB,3.52,Anti-inflammatory Acetic Acid,T002
2015-04-28,M01AB,5.23,Anti-inflammatory Acetic Acid,T002
2015-04-29,M01AB,2.08,Anti-inflammatory Acetic Acid,T002
2015-04-30,M01AB,3.31,Anti-inflammatory Acetic Acid,T002
2015-05-01,M01AB,6.26,Anti-inflammatory Acetic Acid,T002
2015-05-02,M01AB,6.0,Anti-inflammatory Acetic Acid,T002
2015-05-03,M01AB,7.26,Anti-inflammatory Acetic Acid,T002
2015-05-04,M01AB,4.45,Anti-inflammatory Acetic Acid,T002
2015-05-05,M01AB,3.85,Anti-inflammatory Acetic Acid,T002
2015-05-06,M01AB,4.83,Anti-inflammatory Acetic Acid,T002
2015-05-07,M01AB,2.15,Anti-inflammatory Acetic Acid,T002
2015-05-08,M01AB,1.19,Anti-inflammatory Acetic Acid,T002
2015-05-09,M01AB,4.09,Anti-inflammatory Acetic Acid,T002
2015-05-10,M01AB,3.7,Anti-inflammatory Acetic Acid,T002
2015-05-11,M01AB,3.44,Anti-inflammatory Acetic Acid,T002
2015-05-12,M01AB,7.41,Anti-inflammatory Acetic Acid,T002
2015-05-13,M01AB,8.12,Anti-inflammatory Acetic Acid,T002
2015-05-14,M01AB,3.42,Anti-inflammatory Acetic Acid,T002
2015-05-15,M01AB,3.7,Anti-inflammatory Acetic Acid,T002
2015-05-16,M01AB,5.58,Anti-inflammatory Acetic Acid,T002
2015-05-17,M01AB,5.72,Anti-inflammatory Acetic Acid,T002
2015-05-18,M01AB,7.65,Anti-inflammatory Acetic Acid,T002
2015-05-19,M01AB,3.44,Anti-inflammatory Acetic Acid,T002
2015-05-20,M01AB,6.75,Anti-inflammatory Acetic Acid,T002
2015-05-21,M01AB,6.6,Anti-inflammatory Acetic Acid,T002
2015-05-22,M01AB,3.35,Anti-inflammatory Acetic Acid,T002
2015-05-23,M01AB,5.66,Anti-inflammatory Acetic Acid,T002
2015-05-24,M01AB,5.36,Anti-inflammatory Acetic Acid,T002
2015-05-25,M01AB,10.21,Anti-inflammatory Acetic Acid,T002
2015-05-26,M01AB,8.68,Anti-inflammatory Acetic Acid,T002
2015-05-27,M01AB,3.99,Anti-inflammatory Acetic Acid,T002
2015-05-28,M01AB,6.01,Anti-inflammatory Acetic Acid,T002
2015-05-29,M01AB,6.97,Anti-inflammatory Acetic Acid,T002
2015-05-30,M01AB,15.43,Anti-inflammatory Acetic Acid,T002
2015-05-31,M01AB,3.44,Anti-inflammatory Acetic Acid,T002
2015-06-01,M01AB,5.47,Anti-inflammatory Acetic Acid,T002
2015-06-02,M01AB,8.47,Anti-inflammatory Acetic Acid,T002
2015-06-03,M01AB,5.84,Anti-inflammatory Acetic Acid,T002
2015-06-04,M01AB,2.69,Anti-inflammatory Acetic Acid,T002
2015-06-05,M01AB,5.18,Anti-inflammatory Acetic Acid,T002
2015-06-06,M01AB,3.71,Anti-inflammatory Acetic Acid,T002
2015-06-07,M01AB,7.25,Anti-inflammatory Acetic Acid,T002
2015-06-08,M01AB,7.11,Anti-inflammatory Acetic Acid,T002
2015-06-09,M01AB,3.41,Anti-inflammatory Acetic Acid,T002
2015-06-10,M01AB,4.33,Anti-inflammatory Acetic Acid,T002
2015-06-11,M01AB,6.16,Anti-inflammatory Acetic Acid,T002
2015-06-12,M01AB,1.9,Anti-inflammatory Acetic Acid,T002
2015-06-13,M01AB,2.74,Anti-inflammatory Acetic Acid,T002
2015-06-14,M01AB,4.96,Anti-inflammatory Acetic Acid,T002
2015-06-15,M01AB,4.19,Anti-inflammatory Acetic Acid,T002
2015-06-16,M01AB,7.05,Anti-inflammatory Acetic Acid,T002
2015-06-17,M01AB,3.93,Anti-inflammatory Acetic Acid,T002
2015-06-18,M01AB,3.35,Anti-inflammatory Acetic Acid,T002
2015-06-19,M01AB,5.71,Anti-inflammatory Acetic Acid,T002
2015-06-20,M01AB,9.51,Anti-inflammatory Acetic Acid,T002
2015-06-21,M01AB,9.94,Anti-inflammatory Acetic Acid,T002
2015-06-22,M01AB,6.19,Anti-inflammatory Acetic Acid,T002
2015-06-23,M01AB,5.32,Anti-inflammatory Acetic Acid,T002
2015-06-24,M01AB,4.2,Anti-inflammatory Acetic Acid,T002
2015-06-25,M01AB,6.96,Anti-inflammatory Acetic Acid,T002
2015-06-26,M01AB,7.72,Anti-inflammatory Acetic Acid,T002
2015-06-27,M01AB,8.82,Anti-inflammatory Acetic Acid,T002
2015-06-28,M01AB,6.09,Anti-inflammatory Acetic Acid,T002
2015-06-29,M01AB,6.01,Anti-inflammatory Acetic Acid,T002
2015-06-30,M01AB,1.06,Anti-inflammatory Acetic Acid,T002
2015-07-01,M01AB,10.57,Anti-inflammatory Acetic Acid,T002
2015-07-02,M01AB,3.56,Anti-inflammatory Acetic Acid,T002
2015-07-03,M01AB,5.96,Anti-inflammatory Acetic Acid,T002
2015-07-04,M01AB,7.61,Anti-inflammatory Acetic Acid,T002
2015-07-05,M01AB,5.52,Anti-inflammatory Acetic Acid,T002
2015-07-06,M01AB,5.83,Anti-inflammatory Acetic Acid,T002
2015-07-07,M01AB,4.81,Anti-inflammatory Acetic Acid,T002
2015-07-08,M01AB,2.34,Anti-inflammatory Acetic Acid,T002
2015-07-09,M01AB,2.63,Anti-inflammatory Acetic Acid,T002
2015-07-10,M01AB,5.85,Anti-inflammatory Acetic Acid,T002
2015-07-11,M01AB,4.15,Anti-inflammatory Acetic Acid,T002
2015-07-12,M01AB,7.3,Anti-inflammatory Acetic Acid,T002
2015-07-13,M01AB,3.87,Anti-inflammatory Acetic Acid,T002
2015-07-14,M01AB,0.39,Anti-inflammatory Acetic Acid,T002
2015-07-15,M01AB,8.55,Anti-inflammatory Acetic Acid,T002
2015-07-16,M01AB,9.31,Anti-inflammatory Acetic Acid,T002
2015-07-17,M01AB,2.65,Anti-inflammatory Acetic Acid,T002
2015-07-18,M01AB,4.08,Anti-inflammatory Acetic Acid,T002
2015-07-19,M01AB,12.15,Anti-inflammatory Acetic Acid,T002
2015-07-20,M01AB,6.79,Anti-inflammatory Acetic Acid,T002
2015-07-21,M01AB,5.18,Anti-inflammatory Acetic Acid,T002
2015-07-22,M01AB,10.33,Anti-inflammatory Acetic Acid,T002
2015-07-23,M01AB,1.65,Anti-inflammatory Acetic Acid,T002
2015-07-24,M01AB,6.82,Anti-inflammatory Acetic Acid,T002
2015-07-25,M01AB,3.96,Anti-inflammatory Acetic Acid,T002
2015-07-26,M01AB,5.14,Anti-inflammatory Acetic Acid,T002
2015-07-27,M01AB,8.1,Anti-inflammatory Acetic Acid,T002
2015-07-28,M01AB,16.21,Anti-inflammatory Acetic Acid,T002
2015-07-29,M01AB,10.95,Anti-inflammatory Acetic Acid,T002
2015-07-30,M01AB,3.28,Anti-inflammatory Acetic Acid,T002
2015-07-31,M01AB,6.34,Anti-inflammatory Acetic Acid,T002
2015-08-01,M01AB,5.89,Anti-inflammatory Acetic Acid,T002
2015-08-02,M01AB,5.41,Anti-inflammatory Acetic Acid,T002
2015-08-03,M01AB,1.76,Anti-inflammatory Acetic Acid,T002
2015-08-04,M01AB,7.07,Anti-inflammatory Acetic Acid,T002
2015-08-05,M01AB,5.05,Anti-inflammatory Acetic Acid,T002
2015-08-06,M01AB,6.26,Anti-inflammatory Acetic Acid,T002
2015-08-07,M01AB,4.52,Anti-inflammatory Acetic Acid,T002
2015-08-08,M01AB,6.3,Anti-inflammatory Acetic Acid,T002
2015-08-09,M01AB,5.61,Anti-inflammatory Acetic Acid,T002
2015-08-10,M01AB,4.31,Anti-inflammatory Acetic Acid,T002
2015-08-11,M01AB,12.51,Anti-inflammatory Acetic Acid,T002
2015-08-12,M01AB,8.89,Anti-inflammatory Acetic Acid,T002
2015-08-13,M01AB,8.5,Anti-inflammatory Acetic Acid,T002
2015-08-14,M01AB,3.07,Anti-inflammatory Acetic Acid,T002
2015-08-15,M01AB,4.02,Anti-inflammatory Acetic Acid,T002
2015-08-16,M01AB,2.39,Anti-inflammatory Acetic Acid,T002
2015-08-17,M01AB,9.62,Anti-inflammatory Acetic Acid,T002
2015-08-18,M01AB,6.04,Anti-inflammatory Acetic Acid,T002
2015-08-19,M01AB,7.0,Anti-inflammatory Acetic Acid,T002
2015-08-20,M01AB,4.01,Anti-inflammatory Acetic Acid,T002
2015-08-21,M01AB,6.91,Anti-inflammatory Acetic Acid,T002
2015-08-22,M01AB,2.65,Anti-inflammatory Acetic Acid,T002
2015-08-23,M01AB,9.09,Anti-inflammatory Acetic Acid,T002
2015-08-24,M01AB,9.88,Anti-inflammatory Acetic Acid,T002
2015-08-25,M01AB,2.32,Anti-inflammatory Acetic Acid,T002
2015-08-26,M01AB,3.03,Anti-inflammatory Acetic Acid,T002
2015-08-27,M01AB,11.0,Anti-inflammatory Acetic Acid,T002
2015-08-28,M01AB,8.05,Anti-inflammatory Acetic Acid,T002
2015-08-29,M01AB,12.63,Anti-inflammatory Acetic Acid,T002
2015-08-30,M01AB,12.67,Anti-inflammatory Acetic Acid,T002
2015-08-31,M01AB,4.71,Anti-inflammatory Acetic Acid,T002
2015-09-01,M01AB,9.62,Anti-inflammatory Acetic Acid,T002
2015-09-02,M01AB,6.03,Anti-inflammatory Acetic Acid,T002
2015-09-03,M01AB,1.4,Anti-inflammatory Acetic Acid,T002
2015-09-04,M01AB,3.68,Anti-inflammatory Acetic Acid,T002
2015-09-05,M01AB,9.83,Anti-inflammatory Acetic Acid,T002
2015-09-06,M01AB,9.95,Anti-inflammatory Acetic Acid,T002
2015-09-07,M01AB,4.58,Anti-inflammatory Acetic Acid,T002
2015-09-08,M01AB,3.15,Anti-inflammatory Acetic Acid,T002
2015-09-09,M01AB,1.99,Anti-inflammatory Acetic Acid,T002
2015-09-10,M01AB,6.75,Anti-inflammatory Acetic Acid,T002
