tenant_id,item_id,vendor_id,current_stock,min_required,max_capacity,avg_usage_per_day,restock_lead_time,days_until_stockout,stock_status,needs_reorder,inventory_date
T001,5,2,5428,909,3270,541,16,10.033271719038817,Warning,False,2025-09-14
T001,4,2,4906,242,5948,242,25,20.272727272727273,Warning,False,2025-09-15
T001,4,3,5403,538,3771,400,2,13.5075,Safe,False,2025-09-16
T001,4,2,5531,271,797,49,15,112.87755102040816,Safe,False,2025-09-17
T001,2,3,5503,562,1847,490,6,11.230612244897959,Safe,False,2025-09-18
T001,3,1,3434,449,3699,385,10,8.91948051948052,Warning,False,2025-09-19
T001,5,2,3287,935,4203,159,6,20.67295597484277,Safe,False,2025-09-20
T001,3,2,3979,703,4831,111,7,35.846846846846844,Safe,False,2025-09-21
T001,3,3,461,288,5644,51,12,9.03921568627451,Warning,False,2025-09-22
T001,2,3,1674,367,4168,3,26,558.0,Safe,False,2025-09-23
T001,2,3,5547,545,4002,629,17,8.818759936406995,Warning,False,2025-09-24
T001,4,1,5145,261,5140,387,20,13.294573643410853,Warning,False,2025-09-25
T001,3,2,4703,900,5398,47,27,100.06382978723404,Safe,False,2025-09-26
T001,2,2,6964,942,1360,504,24,13.817460317460318,Warning,False,2025-09-27
T001,4,3,1211,757,728,5,19,242.2,Safe,False,2025-09-28
T001,5,1,2421,197,5446,564,26,4.292553191489362,Warning,False,2025-09-29
T001,2,2,3786,44,1579,232,17,16.31896551724138,Warning,False,2025-09-30
T001,2,1,2899,976,3095,467,10,6.207708779443255,Warning,False,2025-10-01
T001,5,3,1204,400,855,3,11,401.3333333333333,Safe,False,2025-10-02
T001,5,3,787,354,5849,479,10,1.6430062630480167,Warning,False,2025-10-03
T001,2,1,4200,598,2903,595,10,7.0588235294117645,Warning,False,2025-10-04
T001,5,1,6831,27,5410,413,8,16.53995157384988,Safe,False,2025-10-05
T001,5,1,4465,617,591,140,27,31.892857142857142,Safe,False,2025-10-06
T001,4,1,6206,570,2610,401,24,15.476309226932669,Warning,False,2025-10-07
T001,2,1,4053,815,997,112,23,36.1875,Safe,False,2025-10-08
T001,5,1,2852,10,2799,57,11,50.03508771929825,Safe,False,2025-10-09
T001,4,3,5800,468,3138,420,12,13.80952380952381,Safe,False,2025-10-10
T001,2,1,1870,635,5470,634,8,2.949526813880126,Warning,False,2025-10-11
T001,2,1,6131,886,4647,238,28,25.76050420168067,Warning,False,2025-10-12
T001,2,2,5050,14,1402,126,1,40.07936507936508,Safe,False,2025-10-13
T001,5,3,6178,617,3227,518,23,11.926640926640927,Warning,False,2025-10-14
T001,5,3,4843,966,3040,608,1,7.965460526315789,Safe,False,2025-10-15
T001,3,3,4089,649,800,402,3,10.171641791044776,Safe,False,2025-10-16
T001,4,1,1922,532,2366,398,23,4.8291457286432165,Warning,False,2025-10-17
T001,3,1,6549,807,3281,536,16,12.218283582089553,Warning,False,2025-10-18
T001,4,1,6469,875,1346,281,9,23.02135231316726,Safe,False,2025-10-19
T001,1,1,785,883,1652,558,16,1.406810035842294,Critical,True,2025-10-20
T001,3,2,3821,250,3828,381,25,10.028871391076116,Warning,False,2025-10-21
T001,2,1,6182,535,2408,340,23,18.18235294117647,Warning,False,2025-10-22
T001,1,1,448,285,2617,328,20,1.3658536585365855,Warning,False,2025-10-23
T001,1,2,3049,51,5293,73,15,41.76712328767123,Safe,False,2025-10-24
T001,1,1,696,214,1810,636,3,1.0943396226415094,Warning,False,2025-10-25
T001,4,1,6327,438,3334,259,4,24.428571428571427,Safe,False,2025-10-26
T001,5,2,130,61,5214,470,2,0.2765957446808511,Warning,False,2025-10-27
T001,5,1,5389,117,516,105,11,51.32380952380952,Safe,False,2025-10-28
T001,1,1,3686,154,2411,219,5,16.831050228310502,Safe,False,2025-10-29
T001,5,1,4774,514,3909,625,1,7.6384,Safe,False,2025-10-30
T001,2,3,4103,764,5823,505,25,8.124752475247524,Warning,False,2025-10-31
T001,5,1,4042,943,2557,531,19,7.612052730696798,Warning,False,2025-11-01
T001,4,1,6422,536,2429,266,7,24.142857142857142,Safe,False,2025-11-02
T001,1,1,3749,686,1600,63,24,59.507936507936506,Safe,False,2025-11-03
T001,3,3,1470,124,2228,161,13,9.130434782608695,Warning,False,2025-11-04
T001,2,2,5680,142,5851,462,16,12.294372294372295,Warning,False,2025-11-05
T001,3,2,6913,313,2448,235,27,29.417021276595744,Safe,False,2025-11-06
T001,1,1,3416,906,2282,644,24,5.304347826086956,Warning,False,2025-11-07
T001,1,2,5698,827,3393,377,25,15.114058355437665,Warning,False,2025-11-08
T001,3,1,5034,943,5451,366,17,13.754098360655737,Warning,False,2025-11-09
T001,1,3,5278,264,3502,347,19,15.210374639769453,Warning,False,2025-11-10
T001,1,2,4019,469,3181,587,14,6.846678023850085,Warning,False,2025-11-11
T001,1,3,6283,822,3983,656,2,9.577743902439025,Safe,False,2025-11-12
T001,5,2,420,591,2399,247,23,1.7004048582995952,Critical,True,2025-11-13
T001,5,3,5202,370,4749,242,4,21.49586776859504,Safe,False,2025-11-14
T001,4,3,3741,504,2060,532,27,7.0319548872180455,Warning,False,2025-11-15
T001,3,1,2261,794,4345,392,7,5.767857142857143,Warning,False,2025-11-16
T001,2,1,265,282,5654,331,8,0.8006042296072508,Critical,True,2025-11-17
T001,3,2,3158,788,576,55,26,57.41818181818182,Safe,False,2025-11-18
T001,3,3,528,527,3759,228,21,2.3157894736842106,Warning,False,2025-11-19
T001,4,2,5169,929,4127,329,17,15.711246200607903,Warning,False,2025-11-20
T001,5,1,1001,953,1475,529,25,1.892249527410208,Warning,False,2025-11-21
T001,2,3,759,589,1327,555,3,1.3675675675675676,Warning,False,2025-11-22
T001,2,1,1221,176,3849,213,29,5.732394366197183,Warning,False,2025-11-23
T001,4,2,545,284,2048,587,11,0.9284497444633731,Warning,False,2025-11-24
T001,1,3,3179,104,3428,251,20,12.665338645418327,Warning,False,2025-11-25
T001,3,1,2031,474,1145,24,3,84.625,Safe,False,2025-11-26
T001,3,3,756,809,2160,171,25,4.421052631578948,Critical,True,2025-11-27
T001,2,3,1308,436,2827,360,1,3.6333333333333333,Safe,False,2025-11-28
T001,3,2,5783,57,3363,405,7,14.279012345679012,Safe,False,2025-11-29
T001,2,1,1261,287,2542,603,14,2.0912106135986734,Warning,False,2025-11-30
T001,5,3,3286,65,4346,305,7,10.773770491803278,Safe,False,2025-12-01
T001,5,2,3706,340,568,608,26,6.095394736842105,Warning,False,2025-12-02
T001,2,1,1296,118,5821,312,28,4.153846153846154,Warning,False,2025-12-03
T001,4,2,5391,41,5539,516,16,10.44767441860465,Warning,False,2025-12-04
T001,3,1,2230,605,3278,373,6,5.978552278820375,Warning,False,2025-12-05
T001,2,3,4276,76,5071,300,14,14.253333333333334,Safe,False,2025-12-06
T001,4,2,6300,157,1796,528,10,11.931818181818182,Safe,False,2025-12-07
T001,5,1,2187,169,2262,8,24,273.375,Safe,False,2025-12-08
T001,3,2,2670,892,5745,266,20,10.037593984962406,Warning,False,2025-12-09
T001,3,3,1512,797,1552,609,23,2.4827586206896552,Warning,False,2025-12-10
T001,5,3,2022,817,4880,335,25,6.035820895522388,Warning,False,2025-12-11
T001,1,1,6878,945,3173,574,14,11.982578397212544,Warning,False,2025-12-12
T001,2,1,5172,583,3149,660,22,7.836363636363636,Warning,False,2025-12-13
T001,4,1,3023,619,1657,628,14,4.813694267515924,Warning,False,2025-12-14
T001,4,3,5075,950,2102,443,3,11.455981941309256,Safe,False,2025-12-15
T001,1,2,3578,254,1215,574,25,6.2334494773519165,Warning,False,2025-12-16
T001,4,1,6920,758,3137,379,10,18.258575197889183,Safe,False,2025-12-17
T001,4,2,1838,448,3244,292,2,6.294520547945205,Safe,False,2025-12-18
T001,3,3,1492,744,2577,244,27,6.114754098360656,Warning,False,2025-12-19
T001,2,2,5844,132,5045,512,14,11.4140625,Warning,False,2025-12-20
T001,3,1,4913,497,5937,204,21,24.083333333333332,Safe,False,2025-12-21
T001,5,1,6457,200,5084,57,1,113.28070175438596,Safe,False,2025-12-22
T001,3,1,2429,214,3726,355,26,6.842253521126761,Warning,False,2025-12-23
T001,1,3,4738,922,1499,163,29,29.067484662576685,Safe,False,2025-12-24
T001,2,3,1891,90,2971,279,15,6.777777777777778,Warning,False,2025-12-25
T001,1,3,5254,520,605,70,5,75.05714285714286,Safe,False,2025-12-26
T001,2,2,4228,144,4973,227,8,18.625550660792953,Safe,False,2025-12-27
T001,2,1,6432,462,4856,34,17,189.1764705882353,Safe,False,2025-12-28
T001,2,3,3479,823,2932,43,10,80.90697674418605,Safe,False,2025-12-29
T001,4,3,2030,990,767,201,13,10.099502487562189,Warning,False,2025-12-30
T001,3,1,3849,516,679,198,18,19.439393939393938,Safe,False,2025-12-31
T001,4,1,2909,680,1111,394,5,7.383248730964467,Safe,False,2026-01-01
T001,4,1,2227,598,1464,649,17,3.431432973805855,Warning,False,2026-01-02
T001,3,2,4036,901,1232,288,17,14.01388888888889,Warning,False,2026-01-03
T001,1,2,1830,703,5508,120,26,15.25,Warning,False,2026-01-04
T001,2,3,224,427,5480,649,17,0.34514637904468415,Critical,True,2026-01-05
T001,1,2,3805,612,1594,124,4,30.68548387096774,Safe,False,2026-01-06
T001,1,3,1546,412,3308,406,9,3.8078817733990147,Warning,False,2026-01-07
T001,5,1,5583,144,2643,482,23,11.58298755186722,Warning,False,2026-01-08
T001,4,2,2583,642,1526,630,3,4.1,Safe,False,2026-01-09
T001,2,3,249,140,5104,204,1,1.2205882352941178,Safe,False,2026-01-10
T001,3,3,2709,164,3814,652,26,4.154907975460123,Warning,False,2026-01-11
T001,1,2,3357,248,4405,562,7,5.973309608540926,Warning,False,2026-01-12
T001,5,3,1834,291,2773,242,22,7.578512396694215,Warning,False,2026-01-13
T001,5,1,5624,535,1946,371,29,15.159029649595688,Warning,False,2026-01-14
T001,1,3,3815,969,3128,107,23,35.654205607476634,Safe,False,2026-01-15
T001,1,1,4277,741,2386,11,28,388.8181818181818,Safe,False,2026-01-16
T001,5,2,3293,584,5615,16,26,205.8125,Safe,False,2026-01-17
T001,4,2,4371,67,2883,259,18,16.876447876447877,Warning,False,2026-01-18
T001,5,3,5470,303,5747,274,5,19.963503649635037,Safe,False,2026-01-19
T001,5,2,3515,951,4873,597,5,5.8877721943048575,Safe,False,2026-01-20
T001,5,2,2348,415,4461,425,3,5.524705882352941,Safe,False,2026-01-21
T001,4,1,1484,117,5991,53,26,28.0,Safe,False,2026-01-22
T001,4,1,1823,514,1626,230,12,7.926086956521739,Warning,False,2026-01-23
T001,4,2,1765,847,4868,636,11,2.7751572327044025,Warning,False,2026-01-24
T001,3,2,5893,827,2550,606,3,9.724422442244224,Safe,False,2026-01-25
T001,3,3,2362,35,1201,47,12,50.255319148936174,Safe,False,2026-01-26
T001,3,1,2510,278,5730,284,13,8.838028169014084,Warning,False,2026-01-27
T001,3,2,4193,574,2836,576,21,7.279513888888889,Warning,False,2026-01-28
T001,2,3,4339,848,731,590,10,7.354237288135593,Warning,False,2026-01-29
T001,2,1,2552,953,4273,96,27,26.583333333333332,Warning,False,2026-01-30
T001,2,3,1834,775,885,178,4,10.303370786516854,Safe,False,2026-01-31
T001,1,2,2832,83,3864,574,20,4.933797909407666,Warning,False,2026-02-01
T001,2,2,3814,916,4429,513,7,7.434697855750487,Safe,False,2026-02-02
T001,1,2,4616,594,764,124,28,37.225806451612904,Safe,False,2026-02-03
T001,5,1,2492,484,3407,622,11,4.006430868167203,Warning,False,2026-02-04
T001,2,1,444,154,1524,227,17,1.9559471365638768,Warning,False,2026-02-05
T001,4,2,2771,361,663,289,9,9.588235294117647,Safe,False,2026-02-06
T001,3,3,4068,872,5810,381,26,10.67716535433071,Warning,False,2026-02-07
T001,1,2,5701,776,3496,347,6,16.429394812680115,Safe,False,2026-02-08
T001,5,2,1396,239,2186,146,16,9.561643835616438,Warning,False,2026-02-09
T001,2,1,5870,304,4213,566,27,10.371024734982333,Warning,False,2026-02-10
T001,3,3,1151,186,2385,516,6,2.2306201550387597,Warning,False,2026-02-11
T001,4,3,5067,710,2807,608,19,8.333881578947368,Warning,False,2026-02-12
T002,1,1,1696,264,1018,119,17,14.252100840336135,Warning,False,2024-10-01
T002,1,1,2736,656,3556,61,12,44.85245901639344,Safe,False,2024-10-02
T002,2,1,2608,384,5562,517,6,5.044487427466151,Warning,False,2024-10-03
T002,2,2,2242,438,1131,228,15,9.833333333333334,Warning,False,2024-10-04
T002,3,3,2651,338,1013,174,12,15.235632183908047,Safe,False,2024-10-05
T002,3,2,2484,402,1715,425,26,5.844705882352941,Warning,False,2024-10-06
T002,3,3,426,210,3765,228,24,1.868421052631579,Warning,False,2024-10-07
T002,3,2,135,502,2161,283,11,0.47703180212014135,Critical,True,2024-10-08
T002,1,1,869,751,1801,18,20,48.27777777777778,Safe,False,2024-10-09
T002,4,2,2693,28,1314,460,5,5.854347826086957,Safe,False,2024-10-10
T002,2,1,3796,12,2292,177,21,21.44632768361582,Safe,False,2024-10-11
T002,2,3,4961,207,4298,279,8,17.781362007168457,Safe,False,2024-10-12
T002,5,1,3628,231,3736,268,2,13.537313432835822,Safe,False,2024-10-13
T002,4,2,868,515,4238,253,24,3.430830039525692,Warning,False,2024-10-14
T002,4,3,5191,239,2184,218,24,23.81192660550459,Warning,False,2024-10-15
T002,2,2,3812,622,4936,457,25,8.341356673960613,Warning,False,2024-10-16
T002,4,2,513,372,3426,117,26,4.384615384615385,Warning,False,2024-10-17
T002,5,2,2651,167,3633,194,6,13.664948453608247,Safe,False,2024-10-18
T002,1,1,508,165,2450,549,23,0.9253187613843351,Warning,False,2024-10-19
T002,3,3,4749,667,3215,65,18,73.06153846153846,Safe,False,2024-10-20
T002,5,2,251,452,3288,504,17,0.498015873015873,Critical,True,2024-10-21
T002,3,1,3203,405,2109,411,17,7.793187347931873,Warning,False,2024-10-22
T002,2,2,2427,315,3900,431,1,5.631090487238979,Safe,False,2024-10-23
T002,1,3,2771,338,1419,457,19,6.063457330415755,Warning,False,2024-10-24
T002,5,1,3003,354,4914,376,4,7.986702127659575,Safe,False,2024-10-25
T002,4,2,2310,525,4644,34,2,67.94117647058823,Safe,False,2024-10-26
T002,1,2,919,634,2523,469,7,1.9594882729211087,Warning,False,2024-10-27
T002,5,1,4718,21,1823,10,21,471.8,Safe,False,2024-10-28
T002,1,3,833,835,1153,73,1,11.41095890410959,Critical,True,2024-10-29
T002,2,3,1557,444,1004,121,9,12.867768595041323,Safe,False,2024-10-30
T002,4,3,5390,665,867,517,25,10.425531914893616,Warning,False,2024-10-31
T002,3,1,3537,963,1517,292,7,12.113013698630137,Safe,False,2024-11-01
T002,3,1,960,141,1277,275,12,3.4909090909090907,Warning,False,2024-11-02
T002,3,2,2502,896,3727,262,5,9.549618320610687,Safe,False,2024-11-03
T002,5,1,5397,966,1497,55,22,98.12727272727273,Safe,False,2024-11-04
T002,1,2,763,945,5657,410,6,1.8609756097560977,Critical,True,2024-11-05
T002,4,1,153,520,4602,72,8,2.125,Critical,True,2024-11-06
T002,4,3,2575,991,3886,101,24,25.495049504950494,Safe,False,2024-11-07
T002,5,3,4120,167,5193,56,26,73.57142857142857,Safe,False,2024-11-08
T002,4,1,5284,959,5623,195,20,27.097435897435897,Safe,False,2024-11-09
T002,4,1,3567,77,4318,521,11,6.846449136276392,Warning,False,2024-11-10
T002,1,3,2977,578,3839,174,6,17.10919540229885,Safe,False,2024-11-11
T002,1,3,2690,213,2961,79,6,34.050632911392405,Safe,False,2024-11-12
T002,1,1,3192,385,5319,30,5,106.4,Safe,False,2024-11-13
T002,5,3,1603,89,5902,528,29,3.0359848484848486,Warning,False,2024-11-14
T002,5,1,481,311,4676,439,11,1.0956719817767653,Warning,False,2024-11-15
T002,5,1,1905,612,1687,416,26,4.579326923076923,Warning,False,2024-11-16
T002,4,1,280,89,2088,304,13,0.9210526315789473,Warning,False,2024-11-17
T002,3,1,2364,235,5509,140,17,16.885714285714286,Warning,False,2024-11-18
T002,4,1,5178,21,5808,151,26,34.29139072847682,Safe,False,2024-11-19
T002,1,1,2603,513,1469,44,6,59.15909090909091,Safe,False,2024-11-20
T002,3,2,3260,143,4695,455,14,7.164835164835165,Warning,False,2024-11-21
T002,2,1,4101,936,5517,308,12,13.314935064935066,Safe,False,2024-11-22
T002,3,1,4226,196,2163,367,23,11.514986376021799,Warning,False,2024-11-23
T002,1,2,2379,590,3726,45,11,52.86666666666667,Safe,False,2024-11-24
T002,1,3,2405,325,1063,143,8,16.818181818181817,Safe,False,2024-11-25
T002,1,1,237,554,835,381,1,0.6220472440944882,Critical,True,2024-11-26
T002,1,1,532,815,2831,520,25,1.023076923076923,Critical,True,2024-11-27
T002,2,2,2220,181,2680,316,17,7.025316455696203,Warning,False,2024-11-28
T002,3,3,1406,647,3930,469,28,2.997867803837953,Warning,False,2024-11-29
T002,2,1,1186,326,2651,371,24,3.196765498652291,Warning,False,2024-11-30
T002,4,1,1373,567,2789,419,25,3.2768496420047732,Warning,False,2024-12-01
T002,3,2,4435,295,2985,351,29,12.635327635327636,Warning,False,2024-12-02
T002,4,3,3699,260,4363,365,25,10.134246575342466,Warning,False,2024-12-03
T002,4,3,3802,165,5600,396,26,9.6010101010101,Warning,False,2024-12-04
T002,4,3,4002,753,2058,361,21,11.085872576177286,Warning,False,2024-12-05
T002,1,3,5359,805,1872,113,15,47.424778761061944,Safe,False,2024-12-06
T002,3,2,1126,39,4578,517,1,2.1779497098646035,Safe,False,2024-12-07
T002,5,2,1405,136,5626,520,15,2.701923076923077,Warning,False,2024-12-08
T002,3,1,5088,82,1409,323,4,15.75232198142415,Safe,False,2024-12-09
T002,1,1,2895,85,1729,330,23,8.772727272727273,Warning,False,2024-12-10
T002,3,2,5453,107,4741,488,16,11.174180327868852,Warning,False,2024-12-11
T002,1,3,1696,216,978,182,9,9.31868131868132,Safe,False,2024-12-12
T002,3,1,4199,560,2310,177,4,23.72316384180791,Safe,False,2024-12-13
T002,3,1,1324,277,1252,363,5,3.647382920110193,Warning,False,2024-12-14
T002,4,3,1882,468,5750,266,21,7.075187969924812,Warning,False,2024-12-15
T002,2,1,1885,768,527,282,15,6.684397163120567,Warning,False,2024-12-16
T002,3,2,3820,867,892,538,29,7.100371747211896,Warning,False,2024-12-17
T002,5,2,257,42,4319,441,5,0.5827664399092971,Warning,False,2024-12-18
T002,2,1,4215,700,5827,462,28,9.123376623376624,Warning,False,2024-12-19
T002,5,2,2517,50,715,273,18,9.219780219780219,Warning,False,2024-12-20
T002,3,1,5400,208,3379,427,28,12.646370023419204,Warning,False,2024-12-21
T002,1,1,3097,296,3730,44,20,70.38636363636364,Safe,False,2024-12-22
T002,3,2,1899,672,3408,464,25,4.092672413793103,Warning,False,2024-12-23
T002,4,2,377,133,4482,286,25,1.3181818181818181,Warning,False,2024-12-24
T002,1,2,4511,597,3745,468,4,9.63888888888889,Safe,False,2024-12-25
T002,5,1,2654,301,4856,65,19,40.83076923076923,Safe,False,2024-12-26
T002,3,2,4934,478,5480,532,2,9.274436090225564,Safe,False,2024-12-27
T002,3,3,4323,974,5246,143,13,30.23076923076923,Safe,False,2024-12-28
T002,1,1,1577,585,5992,4,21,394.25,Safe,False,2024-12-29
T002,3,1,4542,782,563,13,8,349.38461538461536,Safe,False,2024-12-30
T002,2,3,4311,699,4870,427,23,10.096018735362998,Warning,False,2024-12-31
T002,5,3,1239,894,4056,122,13,10.155737704918034,Warning,False,2025-01-01
T002,3,1,3023,167,2748,207,25,14.603864734299517,Warning,False,2025-01-02
T002,3,3,4231,713,4715,155,16,27.296774193548387,Safe,False,2025-01-03
T002,1,2,759,839,2862,388,1,1.9561855670103092,Critical,True,2025-01-04
T002,4,2,4181,613,4285,466,2,8.972103004291846,Safe,False,2025-01-05
T002,5,1,4602,633,3969,338,14,13.615384615384615,Warning,False,2025-01-06
T002,2,1,1712,221,5265,283,2,6.049469964664311,Safe,False,2025-01-07
T002,2,2,267,370,3138,61,4,4.377049180327869,Critical,True,2025-01-08
T002,1,1,1316,100,577,61,8,21.57377049180328,Safe,False,2025-01-09
T002,2,2,3066,548,4514,123,25,24.926829268292682,Warning,False,2025-01-10
T002,4,3,4815,595,5296,378,5,12.738095238095237,Safe,False,2025-01-11
T002,3,3,1535,956,1088,220,7,6.9772727272727275,Warning,False,2025-01-12
T002,5,3,1557,233,5849,207,28,7.521739130434782,Warning,False,2025-01-13
T002,3,1,2785,872,4241,354,27,7.867231638418079,Warning,False,2025-01-14
T002,1,3,1540,795,4671,531,3,2.9001883239171375,Warning,False,2025-01-15
T002,3,2,2983,721,2525,297,14,10.043771043771043,Warning,False,2025-01-16
T002,4,2,2296,834,2405,485,7,4.734020618556701,Warning,False,2025-01-17
T002,2,2,587,813,2444,34,16,17.264705882352942,Critical,True,2025-01-18
T002,5,2,2474,211,4399,376,26,6.579787234042553,Warning,False,2025-01-19
T002,4,2,2442,742,5268,90,17,27.133333333333333,Safe,False,2025-01-20
T002,1,3,2398,825,992,167,17,14.359281437125748,Warning,False,2025-01-21
T002,5,2,153,58,5874,462,19,0.33116883116883117,Warning,False,2025-01-22
T002,3,3,880,385,4292,460,10,1.9130434782608696,Warning,False,2025-01-23
T002,1,2,3559,977,5606,430,26,8.276744186046512,Warning,False,2025-01-24
T002,3,1,226,639,4192,28,1,8.071428571428571,Critical,True,2025-01-25
T002,4,3,1746,589,1638,38,16,45.94736842105263,Safe,False,2025-01-26
T002,4,1,2599,645,4607,116,22,22.405172413793103,Safe,False,2025-01-27
T002,1,3,4687,721,2819,486,17,9.6440329218107,Warning,False,2025-01-28
T002,2,3,2115,328,5901,395,11,5.3544303797468356,Warning,False,2025-01-29
T002,1,1,4995,978,5385,504,5,9.910714285714286,Safe,False,2025-01-30
T002,2,2,2580,303,2698,168,8,15.357142857142858,Safe,False,2025-01-31
T002,1,2,3990,15,1262,244,24,16.352459016393443,Warning,False,2025-02-01
T002,1,2,114,619,2383,7,18,16.285714285714285,Critical,True,2025-02-02
T002,5,2,1503,65,4704,265,9,5.6716981132075475,Warning,False,2025-02-03
T002,2,3,3573,486,5052,476,7,7.506302521008403,Safe,False,2025-02-04
T002,2,2,76,440,1359,451,14,0.16851441241685144,Critical,True,2025-02-05
T002,4,3,1163,48,5072,498,6,2.3353413654618476,Warning,False,2025-02-06
T002,3,3,4214,571,3291,263,18,16.022813688212928,Warning,False,2025-02-07
T002,4,3,5357,274,4699,43,6,124.5813953488372,Safe,False,2025-02-08
T002,2,1,284,644,599,424,5,0.6698113207547169,Critical,True,2025-02-09
T002,5,1,3029,203,4989,348,3,8.704022988505747,Safe,False,2025-02-10
T002,2,2,2511,332,1386,228,23,11.013157894736842,Warning,False,2025-02-11
T002,3,3,2413,72,1320,81,29,29.790123456790123,Safe,False,2025-02-12
T002,3,2,2614,26,3871,252,27,10.373015873015873,Warning,False,2025-02-13
T002,1,1,1613,199,3397,546,18,2.9542124542124544,Warning,False,2025-02-14
T002,5,1,5474,204,2318,479,28,11.427974947807932,Warning,False,2025-02-15
T002,4,1,2127,277,1962,32,2,66.46875,Safe,False,2025-02-16
T002,5,3,1367,425,1855,440,28,3.106818181818182,Warning,False,2025-02-17
T002,1,1,2108,404,3520,215,8,9.804651162790698,Safe,False,2025-02-18
T002,2,1,167,30,2817,41,14,4.073170731707317,Warning,False,2025-02-19
T002,3,2,1846,110,1468,150,26,12.306666666666667,Warning,False,2025-02-20
T002,2,2,2427,792,732,513,6,4.730994152046784,Warning,False,2025-02-21
T002,2,2,1053,642,3717,176,5,5.982954545454546,Safe,False,2025-02-22
T002,1,2,155,62,5790,189,27,0.8201058201058201,Warning,False,2025-02-23
T002,4,1,2080,465,3872,46,18,45.21739130434783,Safe,False,2025-02-24
T002,2,1,5202,679,3798,510,16,10.2,Warning,False,2025-02-25
T002,3,3,1647,911,2239,314,22,5.245222929936306,Warning,False,2025-02-26
T002,3,1,3265,280,3403,421,8,7.755344418052257,Warning,False,2025-02-27
T002,4,2,1262,636,5434,201,9,6.278606965174129,Warning,False,2025-02-28
T002,4,3,2123,760,4130,340,19,6.2441176470588236,Warning,False,2025-03-01
T002,1,3,4715,985,543,131,21,35.99236641221374,Safe,False,2025-03-02
T002,5,1,3126,829,1077,188,26,16.627659574468087,Warning,False,2025-03-03
T002,3,1,1429,42,3522,274,8,5.2153284671532845,Warning,False,2025-03-04
T002,2,3,4344,417,4953,458,3,9.48471615720524,Safe,False,2025-03-05
T002,1,3,5350,771,2669,96,9,55.729166666666664,Safe,False,2025-03-06
T002,4,3,4014,869,5795,64,19,62.71875,Safe,False,2025-03-07
T002,2,1,1186,784,3744,549,18,2.1602914389799635,Warning,False,2025-03-08
T002,5,2,1943,723,3325,26,9,74.73076923076923,Safe,False,2025-03-09
T002,4,3,4357,130,1015,138,8,31.57246376811594,Safe,False,2025-03-10
T002,5,1,2669,75,1917,358,2,7.455307262569832,Safe,False,2025-03-11
T002,5,3,3721,85,4719,72,4,51.68055555555556,Safe,False,2025-03-12
T002,3,1,661,865,3055,442,27,1.495475113122172,Critical,True,2025-03-13
T002,3,1,424,518,5654,219,22,1.9360730593607305,Critical,True,2025-03-14
T002,5,1,4366,720,4050,76,16,57.44736842105263,Safe,False,2025-03-15
T002,3,1,4324,818,5914,224,25,19.303571428571427,Warning,False,2025-03-16
T002,4,3,783,710,2754,529,18,1.4801512287334593,Warning,False,2025-03-17
T002,5,2,1420,46,3410,230,20,6.173913043478261,Warning,False,2025-03-18
T002,5,3,932,918,4006,426,26,2.187793427230047,Warning,False,2025-03-19
T002,1,3,2036,941,641,223,2,9.130044843049328,Safe,False,2025-03-20
T002,1,2,3869,72,1355,466,11,8.302575107296137,Warning,False,2025-03-21
T002,1,1,3290,463,1305,184,19,17.880434782608695,Warning,False,2025-03-22
T002,1,2,3266,840,4433,483,8,6.761904761904762,Warning,False,2025-03-23
T002,2,3,4228,452,4321,278,12,15.20863309352518,Safe,False,2025-03-24
T002,1,1,336,598,3918,114,6,2.9473684210526314,Critical,True,2025-03-25
T002,4,3,1524,540,582,273,27,5.582417582417582,Warning,False,2025-03-26
T002,2,1,1756,394,4554,142,9,12.366197183098592,Safe,False,2025-03-27
T002,4,3,1900,11,5114,293,6,6.484641638225256,Safe,False,2025-03-28
T002,1,1,4621,734,2110,84,20,55.01190476190476,Safe,False,2025-03-29
T002,5,3,503,727,3061,472,3,1.0656779661016949,Critical,True,2025-03-30
T002,2,1,1574,612,4029,58,22,27.137931034482758,Safe,False,2025-03-31
T002,5,2,1827,122,4772,231,5,7.909090909090909,Safe,False,2025-04-01
T002,4,3,2155,117,754,393,25,5.483460559796438,Warning,False,2025-04-02
T002,4,2,4728,159,5767,398,2,11.879396984924623,Safe,False,2025-04-03
T002,2,1,3805,600,3381,194,1,19.61340206185567,Safe,False,2025-04-04
T002,4,1,3595,279,2535,218,25,16.490825688073393,Warning,False,2025-04-05
T002,2,2,4630,77,2264,539,14,8.589981447124304,Warning,False,2025-04-06
T002,4,1,1777,883,1431,54,16,32.907407407407405,Safe,False,2025-04-07
T002,5,1,3347,411,2813,465,25,7.197849462365592,Warning,False,2025-04-08
T002,3,1,5107,271,5341,41,5,124.5609756097561,Safe,False,2025-04-09
T002,1,2,2706,36,513,428,1,6.322429906542056,Safe,False,2025-04-10
T002,1,3,4674,713,5033,277,5,16.873646209386283,Safe,False,2025-04-11
T002,3,3,3728,421,5580,548,29,6.802919708029197,Warning,False,2025-04-12
T002,3,3,398,759,1278,224,19,1.7767857142857142,Critical,True,2025-04-13
T002,2,1,1498,947,4717,44,24,34.04545454545455,Safe,False,2025-04-14
T002,4,1,465,535,1823,244,21,1.9057377049180328,Critical,True,2025-04-15
T002,5,2,971,823,4185,260,5,3.7346153846153847,Warning,False,2025-04-16
