Date,Expense_Category,Amount,Description,tenant_id,nama_rs,kelas_rs,expense_level
2025-08-02,Staffing,17826.06,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-08-03,Equipment,15338.06,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-08-04,Equipment,21937.65,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-08-05,Supplies,42341.64,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-08-06,Staffing,14125.43,Ventilators,T001,RSUD dr. Soetomo,A,Low
2025-08-07,Equipment,7682.7,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-08-08,Equipment,37838.32,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-08-09,Supplies,43235.58,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-08-10,Supplies,19204.6,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-08-11,Staffing,54022.04,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-08-12,Staffing,6199.58,Ventilators,T001,RSUD dr. Soetomo,A,Low
2025-08-13,Supplies,50316.41,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-08-14,Supplies,28853.16,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-08-15,Staffing,29184.37,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-08-16,Staffing,33955.31,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-08-17,Supplies,68573.57,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-08-18,Supplies,55915.1,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-08-19,Equipment,14732.54,Ventilators,T001,RSUD dr. Soetomo,A,Low
2025-08-20,Supplies,13521.8,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-08-21,Equipment,52123.75,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-08-22,Supplies,23459.76,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-08-23,Supplies,55699.88,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-08-24,Supplies,37597.5,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-08-25,Supplies,41419.98,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-08-26,Equipment,17217.62,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-08-27,Staffing,25058.57,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-08-28,Staffing,19284.64,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-08-29,Staffing,58213.78,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-08-30,Equipment,26710.63,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-08-31,Supplies,60821.32,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-01,Staffing,66515.13,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-02,Supplies,31415.85,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-09-03,Supplies,58406.6,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-04,Equipment,66957.51,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-05,Equipment,22235.85,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-09-06,Equipment,44693.31,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-07,Staffing,60834.4,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-08,Supplies,27863.84,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-09-09,Staffing,40081.59,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-10,Supplies,13141.21,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2025-09-11,Staffing,68973.62,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-12,Supplies,35049.84,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-13,Supplies,31744.96,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-09-14,Supplies,37711.65,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-15,Staffing,38437.94,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-16,Staffing,54640.78,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-17,Staffing,49058.37,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-18,Staffing,62243.33,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-19,Staffing,53893.13,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-20,Equipment,4407.76,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2025-09-21,Staffing,17394.19,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-09-22,Equipment,48334.86,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-23,Supplies,59334.0,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-09-24,Equipment,34690.54,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-09-25,Staffing,50982.08,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-09-26,Supplies,37137.84,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-09-27,Staffing,28471.44,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-09-28,Supplies,21809.33,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-09-29,Equipment,5073.0,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2025-09-30,Staffing,12471.93,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-10-01,Supplies,22375.11,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-10-02,Staffing,31374.92,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-10-03,Supplies,43326.14,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-10-04,Supplies,11445.38,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2025-10-05,Equipment,46980.39,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-10-06,Staffing,10717.14,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-10-07,Equipment,49028.76,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-10-08,Supplies,64109.61,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-10-09,Supplies,16689.78,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-10-10,Supplies,23569.64,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-10-11,Staffing,15632.46,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-10-12,Supplies,5636.13,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-10-13,Equipment,20417.87,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-10-14,Equipment,36009.9,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-10-15,Staffing,19332.99,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-10-16,Supplies,58121.53,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-10-17,Supplies,1586.35,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-10-18,Supplies,42163.34,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-10-19,Equipment,15537.34,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-10-20,Staffing,43116.49,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-10-21,Equipment,59881.78,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-10-22,Supplies,28529.66,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-10-23,Staffing,33969.39,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-10-24,Equipment,68019.31,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-10-25,Supplies,28064.74,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-10-26,Staffing,43113.48,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-10-27,Equipment,22641.78,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-10-28,Supplies,55812.81,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-10-29,Staffing,29476.89,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-10-30,Equipment,59469.4,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-10-31,Supplies,38181.93,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-11-01,Staffing,7226.38,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-11-02,Supplies,23350.61,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-11-03,Supplies,18416.31,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-04,Staffing,45746.18,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-11-05,Supplies,58343.94,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-06,Staffing,67624.83,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-11-07,Staffing,63037.27,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-11-08,Staffing,34332.83,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-11-09,Equipment,26533.77,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-10,Supplies,26029.19,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-11-11,Supplies,67423.3,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-12,Supplies,47334.81,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-13,Staffing,28087.01,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-11-14,Staffing,47847.67,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-15,Staffing,19970.64,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-16,Equipment,25802.83,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-17,Equipment,48827.97,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-11-18,Supplies,19000.91,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-11-19,Supplies,18400.47,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-20,Staffing,12938.18,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-11-21,Supplies,29030.05,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-11-22,Staffing,31376.37,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-23,Supplies,67108.26,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-24,Staffing,19569.4,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-11-25,Supplies,4274.54,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-11-26,Equipment,35809.06,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-11-27,Supplies,7954.97,Ventilators,T001,RSUD dr. Soetomo,A,Low
2025-11-28,Supplies,20467.76,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-11-29,Equipment,40584.8,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-11-30,Equipment,17649.48,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-12-01,Supplies,28759.91,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-12-02,Equipment,65233.87,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-12-03,Equipment,5565.25,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-12-04,Equipment,31408.86,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-12-05,Staffing,45264.83,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-06,Staffing,41372.91,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-12-07,Equipment,46704.7,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-12-08,Staffing,4539.18,Ventilators,T001,RSUD dr. Soetomo,A,Low
2025-12-09,Equipment,18533.44,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-12-10,Supplies,3686.16,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-12-11,Supplies,46506.5,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-12-12,Supplies,30262.08,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-12-13,Supplies,41395.7,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-14,Supplies,33634.41,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-12-15,Equipment,67620.59,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-12-16,Equipment,10733.91,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-12-17,Supplies,38456.47,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-12-18,Equipment,31211.12,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-12-19,Supplies,31135.86,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2025-12-20,Staffing,7362.87,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2025-12-21,Equipment,38936.88,Surgical masks,T001,RSUD dr. Soetomo,A,High
2025-12-22,Supplies,53148.3,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-23,Supplies,46511.64,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-24,Equipment,17318.97,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-12-25,Supplies,16387.85,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2025-12-26,Equipment,59511.56,Ventilators,T001,RSUD dr. Soetomo,A,High
2025-12-27,Staffing,62759.9,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-28,Equipment,58936.15,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2025-12-29,Equipment,5160.76,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2025-12-30,Staffing,20028.75,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2025-12-31,Staffing,27543.75,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2026-01-01,Staffing,7822.92,Ventilators,T001,RSUD dr. Soetomo,A,Low
2026-01-02,Supplies,31689.15,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2026-01-03,Staffing,33812.53,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2026-01-04,Equipment,29654.87,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2026-01-05,Supplies,59290.41,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-06,Supplies,34941.49,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2026-01-07,Staffing,52671.67,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-08,Staffing,50985.79,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-09,Staffing,16891.18,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2026-01-10,Supplies,41663.24,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-11,Staffing,5063.98,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2026-01-12,Staffing,35615.93,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-13,Staffing,9491.8,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2026-01-14,Staffing,1554.38,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2026-01-15,Staffing,27379.91,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2026-01-16,Supplies,67471.88,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-17,Supplies,48287.18,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-18,Equipment,25371.98,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2026-01-19,Equipment,50390.09,Surgical masks,T001,RSUD dr. Soetomo,A,High
2026-01-20,Equipment,39763.56,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-21,Supplies,46658.85,Surgical masks,T001,RSUD dr. Soetomo,A,High
2026-01-22,Staffing,9511.14,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Low
2026-01-23,Staffing,33644.76,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2026-01-24,Staffing,55489.2,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-25,Equipment,27732.1,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2026-01-26,Supplies,66943.28,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-27,Equipment,42461.59,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-28,Equipment,66022.35,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-01-29,Equipment,40577.01,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-01-30,Staffing,15821.4,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2026-01-31,Staffing,19331.61,Ventilators,T001,RSUD dr. Soetomo,A,Medium
2026-02-01,Staffing,41191.25,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-02-02,Equipment,58295.36,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-02-03,Equipment,14777.27,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2026-02-04,Supplies,38797.82,Ventilators,T001,RSUD dr. Soetomo,A,High
2026-02-05,Staffing,25439.74,Surgeons' salaries,T001,RSUD dr. Soetomo,A,Medium
2026-02-06,Equipment,58232.31,Surgical masks,T001,RSUD dr. Soetomo,A,High
2026-02-07,Supplies,53901.72,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-02-08,Equipment,4202.42,Surgical masks,T001,RSUD dr. Soetomo,A,Low
2026-02-09,Equipment,15951.8,Surgical masks,T001,RSUD dr. Soetomo,A,Medium
2026-02-10,Equipment,42478.97,Surgical masks,T001,RSUD dr. Soetomo,A,High
2026-02-11,Supplies,59223.86,Surgeons' salaries,T001,RSUD dr. Soetomo,A,High
2026-02-12,Supplies,44126.05,Surgical masks,T001,RSUD dr. Soetomo,A,High
2024-10-01,Staffing,32331.05,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-02,Supplies,52533.48,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-03,Supplies,48396.26,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-04,Supplies,30699.26,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-05,Equipment,43691.56,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-06,Equipment,12864.5,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-07,Supplies,44055.22,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-08,Staffing,53716.2,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-09,Supplies,12997.52,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-10,Staffing,44434.38,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-11,Staffing,14548.49,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-12,Equipment,11611.61,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-13,Staffing,7514.36,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-14,Staffing,24615.03,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-15,Staffing,30705.66,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-16,Equipment,16812.1,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-17,Staffing,18419.83,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-18,Supplies,8040.99,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-19,Equipment,53545.76,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-20,Supplies,38343.11,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-21,Equipment,5475.43,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-22,Equipment,37903.36,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-23,Staffing,35912.21,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-24,Equipment,47627.76,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-25,Supplies,39180.03,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-10-26,Staffing,2388.56,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-27,Supplies,33297.14,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-28,Staffing,1283.94,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-10-29,Supplies,18325.41,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-30,Staffing,16894.6,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-10-31,Equipment,5961.15,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-01,Equipment,3537.85,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-02,Equipment,10791.36,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-03,Equipment,45778.71,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-04,Equipment,14494.07,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-05,Staffing,11864.06,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-06,Supplies,52834.6,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-07,Supplies,7307.52,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-08,Equipment,17087.0,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-09,Equipment,44959.7,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-10,Equipment,35233.53,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-11,Supplies,4853.38,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-12,Equipment,51281.13,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-13,Supplies,16090.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-14,Staffing,22116.75,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-15,Supplies,32137.46,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-16,Equipment,32362.53,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-17,Staffing,15336.87,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-18,Supplies,42685.56,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-19,Equipment,19297.49,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-20,Equipment,41444.11,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-21,Supplies,9110.09,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-22,Supplies,23672.5,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-23,Equipment,2461.67,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-24,Staffing,21048.4,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-25,Staffing,2048.44,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-11-26,Equipment,43872.78,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-27,Staffing,15599.39,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-11-28,Equipment,43207.1,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-29,Staffing,44035.22,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-11-30,Supplies,5495.2,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-01,Staffing,28997.35,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-02,Equipment,7229.3,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-03,Equipment,53794.24,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-04,Supplies,40775.45,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-05,Supplies,7596.15,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-06,Supplies,28534.88,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-07,Supplies,54539.28,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-08,Staffing,45007.74,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-09,Supplies,40390.08,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-10,Supplies,48375.01,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-11,Supplies,52877.95,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-12,Supplies,35905.13,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-13,Equipment,27868.52,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-14,Staffing,16854.02,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-15,Supplies,13103.06,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-16,Equipment,13062.58,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-17,Staffing,25278.38,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-18,Staffing,24388.75,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-19,Supplies,49580.55,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-20,Supplies,35866.26,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-21,Staffing,3976.04,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-22,Equipment,4069.19,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-23,Supplies,35169.18,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-24,Supplies,3685.21,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-25,Staffing,50454.74,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-26,Supplies,5730.05,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-27,Equipment,4164.9,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-28,Supplies,40358.59,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2024-12-29,Staffing,26520.18,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2024-12-30,Supplies,11230.27,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2024-12-31,Staffing,20002.05,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-01,Supplies,33096.47,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-02,Supplies,4202.57,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-03,Equipment,44018.78,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-04,Staffing,2001.03,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-05,Staffing,24849.79,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
