Date,Item_ID,Item_Type,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Needs_Reorder,Days_Until_Stockout,Inventory_Value,Stock_Status,tenant_id,nama_rs,kelas_rs
2024-10-04,103,Consumable,Surgical Mask,2242,438,1131,744.1,228,15,V002,False,9.833333333333334,1668272.2,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-05,107,Equipment,IV Drip,2651,338,1013,15426.53,174,12,V003,False,15.235632183908047,40895731.03,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-06,109,Equipment,IV Drip,2484,402,1715,15246.06,425,26,V002,False,5.844705882352941,37871213.04,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-07,103,Consumable,IV Drip,426,210,3765,1631.28,228,24,V003,False,1.868421052631579,694925.28,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-08,105,Equipment,IV Drip,135,502,2161,16620.81,283,11,V002,True,0.47703180212014135,2243809.35,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-09,102,Consumable,Ventilator,869,751,1801,3441.26,18,20,V001,False,48.27777777777778,2990454.9400000004,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-10,104,Equipment,Gloves,2693,28,1314,2729.08,460,5,V002,False,5.854347826086957,7349412.4399999995,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-11,107,Equipment,Surgical Mask,3796,12,2292,3328.44,177,21,V001,False,21.44632768361582,12634758.24,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-12,106,Consumable,Surgical Mask,4961,207,4298,55.66,279,8,V003,False,17.781362007168457,276129.26,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-13,108,Consumable,X-ray Machine,3628,231,3736,10669.37,268,2,V001,False,13.537313432835822,38708474.36,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-14,108,Consumable,Gloves,868,515,4238,7379.83,253,24,V002,False,3.430830039525692,6405692.4399999995,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-15,101,Consumable,Gloves,5191,239,2184,2865.49,218,24,V003,False,23.81192660550459,14874758.589999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-16,106,Equipment,Surgical Mask,3812,622,4936,17374.64,457,25,V002,False,8.341356673960613,66232127.68,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-17,107,Equipment,Gloves,513,372,3426,10124.28,117,26,V002,False,4.384615384615385,5193755.640000001,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-18,107,Consumable,X-ray Machine,2651,167,3633,6974.49,194,6,V002,False,13.664948453608247,18489372.99,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-19,108,Consumable,Ventilator,508,165,2450,10654.65,549,23,V001,False,0.9253187613843351,5412562.2,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-20,101,Equipment,IV Drip,4749,667,3215,16184.33,65,18,V003,False,73.06153846153846,76859383.17,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-21,105,Equipment,X-ray Machine,251,452,3288,3419.11,504,17,V002,True,0.498015873015873,858196.61,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-22,109,Consumable,IV Drip,3203,405,2109,17313.6,411,17,V001,False,7.793187347931873,55455460.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-23,108,Consumable,Surgical Mask,2427,315,3900,11709.1,431,1,V002,False,5.631090487238979,28417985.7,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-24,109,Consumable,Ventilator,2771,338,1419,12310.83,457,19,V003,False,6.063457330415755,34113309.93,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-25,104,Equipment,X-ray Machine,3003,354,4914,11771.05,376,4,V001,False,7.986702127659575,35348463.15,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-26,103,Consumable,Gloves,2310,525,4644,4426.77,34,2,V002,False,67.94117647058823,10225838.700000001,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-27,100,Equipment,Ventilator,919,634,2523,3695.18,469,7,V002,False,1.9594882729211087,3395870.42,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-28,103,Consumable,X-ray Machine,4718,21,1823,9547.31,10,21,V001,False,471.8,45044208.58,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-29,105,Consumable,Ventilator,833,835,1153,7127.18,73,1,V003,True,11.41095890410959,5936940.94,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-30,100,Equipment,Surgical Mask,1557,444,1004,4817.11,121,9,V003,False,12.867768595041323,7500240.27,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-10-31,102,Consumable,Gloves,5390,665,867,11625.6,517,25,V003,False,10.425531914893616,62661984.0,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-01,103,Consumable,IV Drip,3537,963,1517,17123.76,292,7,V001,False,12.113013698630137,60566739.12,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-02,108,Consumable,IV Drip,960,141,1277,11138.18,275,12,V001,False,3.4909090909090907,10692652.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-03,101,Equipment,IV Drip,2502,896,3727,18130.51,262,5,V002,False,9.549618320610687,45362536.019999996,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-04,103,Equipment,X-ray Machine,5397,966,1497,14336.04,55,22,V001,False,98.12727272727273,77371607.88000001,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-05,103,Consumable,Ventilator,763,945,5657,18008.8,410,6,V002,True,1.8609756097560977,13740714.4,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-06,103,Consumable,Gloves,153,520,4602,4034.61,72,8,V001,True,2.125,617295.3300000001,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-07,107,Consumable,Gloves,2575,991,3886,11746.94,101,24,V003,False,25.495049504950494,30248370.5,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-08,100,Equipment,X-ray Machine,4120,167,5193,7093.88,56,26,V003,False,73.57142857142857,29226785.6,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-09,101,Consumable,Gloves,5284,959,5623,14874.23,195,20,V001,False,27.097435897435897,78595431.32,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-10,109,Consumable,Gloves,3567,77,4318,8997.87,521,11,V001,False,6.846449136276392,32095402.290000003,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-11,109,Equipment,Ventilator,2977,578,3839,8243.92,174,6,V003,False,17.10919540229885,24542149.84,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-12,100,Consumable,Ventilator,2690,213,2961,2860.0,79,6,V003,False,34.050632911392405,7693400.0,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-13,104,Equipment,Ventilator,3192,385,5319,7091.41,30,5,V001,False,106.4,22635780.72,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-14,107,Consumable,X-ray Machine,1603,89,5902,13356.24,528,29,V003,False,3.0359848484848486,21410052.72,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-15,103,Consumable,X-ray Machine,481,311,4676,10175.7,439,11,V001,False,1.0956719817767653,4894511.7,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-16,102,Equipment,X-ray Machine,1905,612,1687,10382.88,416,26,V001,False,4.579326923076923,19779386.4,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-17,107,Equipment,Gloves,280,89,2088,12963.49,304,13,V001,False,0.9210526315789473,3629777.1999999997,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-18,102,Consumable,IV Drip,2364,235,5509,5517.11,140,17,V001,False,16.885714285714286,13042448.04,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-19,100,Consumable,Gloves,5178,21,5808,4415.31,151,26,V001,False,34.29139072847682,22862475.180000003,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-20,100,Equipment,Ventilator,2603,513,1469,19355.19,44,6,V001,False,59.15909090909091,50381559.57,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-21,104,Equipment,IV Drip,3260,143,4695,2757.06,455,14,V002,False,7.164835164835165,8988015.6,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-22,105,Equipment,Surgical Mask,4101,936,5517,1620.42,308,12,V001,False,13.314935064935066,6645342.42,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-23,105,Consumable,IV Drip,4226,196,2163,14073.16,367,23,V001,False,11.514986376021799,59473174.16,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-24,106,Consumable,Ventilator,2379,590,3726,12942.68,45,11,V002,False,52.86666666666667,30790635.720000003,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-25,108,Consumable,Ventilator,2405,325,1063,7419.78,143,8,V003,False,16.818181818181817,17844570.9,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-26,104,Consumable,Ventilator,237,554,835,1536.19,381,1,V001,True,0.6220472440944882,364077.03,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-27,101,Consumable,Ventilator,532,815,2831,5590.96,520,25,V001,True,1.023076923076923,2974390.72,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-28,104,Equipment,Surgical Mask,2220,181,2680,1244.96,316,17,V002,False,7.025316455696203,2763811.2,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-29,109,Consumable,IV Drip,1406,647,3930,19782.43,469,28,V003,False,2.997867803837953,27814096.580000002,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-11-30,108,Consumable,Surgical Mask,1186,326,2651,13908.3,371,24,V001,False,3.196765498652291,16495243.799999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-01,101,Consumable,Gloves,1373,567,2789,8638.15,419,25,V001,False,3.2768496420047732,11860179.95,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-02,101,Consumable,IV Drip,4435,295,2985,18394.64,351,29,V002,False,12.635327635327636,81580228.39999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-03,107,Consumable,Gloves,3699,260,4363,11309.13,365,25,V003,False,10.134246575342466,41832471.87,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-04,109,Equipment,Gloves,3802,165,5600,14225.64,396,26,V003,False,9.6010101010101,54085883.28,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-05,109,Equipment,Gloves,4002,753,2058,10135.64,361,21,V003,False,11.085872576177286,40562831.28,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-06,103,Equipment,Ventilator,5359,805,1872,16529.65,113,15,V003,False,47.424778761061944,88582394.35000001,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-07,106,Equipment,IV Drip,1126,39,4578,19648.94,517,1,V002,False,2.1779497098646035,22124706.439999998,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-08,107,Equipment,X-ray Machine,1405,136,5626,8242.85,520,15,V002,False,2.701923076923077,11581204.25,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-09,102,Consumable,IV Drip,5088,82,1409,2946.37,323,4,V001,False,15.75232198142415,14991130.559999999,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-10,100,Consumable,Ventilator,2895,85,1729,8037.19,330,23,V001,False,8.772727272727273,23267665.049999997,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-11,103,Equipment,IV Drip,5453,107,4741,15954.34,488,16,V002,False,11.174180327868852,86999016.02,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-12,105,Equipment,Ventilator,1696,216,978,4.23,182,9,V003,False,9.31868131868132,7174.080000000001,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-13,109,Equipment,IV Drip,4199,560,2310,19091.92,177,4,V001,False,23.72316384180791,80166972.08,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-14,104,Equipment,IV Drip,1324,277,1252,13250.46,363,5,V001,False,3.647382920110193,17543609.04,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-15,104,Equipment,Gloves,1882,468,5750,6213.3,266,21,V003,False,7.075187969924812,11693430.6,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-16,106,Equipment,Surgical Mask,1885,768,527,9796.68,282,15,V001,False,6.684397163120567,18466741.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-17,104,Equipment,IV Drip,3820,867,892,5281.82,538,29,V002,False,7.100371747211896,20176552.4,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-18,104,Equipment,X-ray Machine,257,42,4319,8718.91,441,5,V002,False,0.5827664399092971,2240759.87,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-19,103,Consumable,Surgical Mask,4215,700,5827,12764.56,462,28,V001,False,9.123376623376624,53802620.4,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-20,104,Consumable,X-ray Machine,2517,50,715,13481.71,273,18,V002,False,9.219780219780219,33933464.07,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-21,104,Consumable,IV Drip,5400,208,3379,6455.81,427,28,V001,False,12.646370023419204,34861374.0,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-22,108,Equipment,Ventilator,3097,296,3730,459.81,44,20,V001,False,70.38636363636364,1424031.57,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-23,104,Equipment,IV Drip,1899,672,3408,7544.2,464,25,V002,False,4.092672413793103,14326435.799999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-24,103,Equipment,Gloves,377,133,4482,7507.87,286,25,V002,False,1.3181818181818181,2830466.9899999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-25,107,Equipment,Ventilator,4511,597,3745,8240.78,468,4,V002,False,9.63888888888889,37174158.580000006,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-26,105,Consumable,X-ray Machine,2654,301,4856,19314.53,65,19,V001,False,40.83076923076923,51260762.62,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-27,105,Consumable,IV Drip,4934,478,5480,19401.95,532,2,V002,False,9.274436090225564,95729221.3,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-28,100,Equipment,IV Drip,4323,974,5246,2974.71,143,13,V003,False,30.23076923076923,12859671.33,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-29,101,Consumable,Ventilator,1577,585,5992,18268.7,4,21,V001,False,394.25,28809739.900000002,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-30,105,Equipment,IV Drip,4542,782,563,19569.2,13,8,V001,False,349.38461538461536,88883306.4,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2024-12-31,109,Equipment,Surgical Mask,4311,699,4870,5133.32,427,23,V003,False,10.096018735362998,22129742.52,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-01,103,Equipment,X-ray Machine,1239,894,4056,14820.61,122,13,V003,False,10.155737704918034,18362735.79,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-02,100,Equipment,IV Drip,3023,167,2748,3509.51,207,25,V001,False,14.603864734299517,10609248.73,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-03,105,Equipment,IV Drip,4231,713,4715,9439.58,155,16,V003,False,27.296774193548387,39938862.98,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-04,100,Consumable,Ventilator,759,839,2862,12144.29,388,1,V002,True,1.9561855670103092,9217516.110000001,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-05,101,Consumable,Gloves,4181,613,4285,3592.18,466,2,V002,False,8.972103004291846,15018904.58,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-06,102,Consumable,X-ray Machine,4602,633,3969,10943.91,338,14,V001,False,13.615384615384615,50363873.82,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-07,104,Consumable,Surgical Mask,1712,221,5265,14776.76,283,2,V001,False,6.049469964664311,25297813.12,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-08,102,Equipment,Surgical Mask,267,370,3138,13348.52,61,4,V002,True,4.377049180327869,3564054.8400000003,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-09,100,Consumable,Ventilator,1316,100,577,12615.11,61,8,V001,False,21.57377049180328,16601484.760000002,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-10,103,Consumable,Surgical Mask,3066,548,4514,2409.08,123,25,V002,False,24.926829268292682,7386239.279999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-11,102,Consumable,Gloves,4815,595,5296,19127.81,378,5,V003,False,12.738095238095237,92100405.15,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-12,100,Consumable,IV Drip,1535,956,1088,2818.77,220,7,V003,False,6.9772727272727275,4326811.95,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-13,107,Equipment,X-ray Machine,1557,233,5849,12244.95,207,28,V003,False,7.521739130434782,19065387.150000002,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-14,105,Equipment,IV Drip,2785,872,4241,2591.06,354,27,V001,False,7.867231638418079,7216102.1,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-15,109,Equipment,Ventilator,1540,795,4671,10794.3,531,3,V003,False,2.9001883239171375,16623221.999999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-16,100,Equipment,IV Drip,2983,721,2525,17348.74,297,14,V002,False,10.043771043771043,51751291.42,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-17,102,Equipment,Gloves,2296,834,2405,12605.89,485,7,V002,False,4.734020618556701,28943123.439999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-18,107,Consumable,Surgical Mask,587,813,2444,18171.78,34,16,V002,True,17.264705882352942,10666834.86,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-19,102,Equipment,X-ray Machine,2474,211,4399,13171.06,376,26,V002,False,6.579787234042553,32585202.439999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-20,109,Consumable,Gloves,2442,742,5268,9108.27,90,17,V002,False,27.133333333333333,22242395.34,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-21,102,Consumable,Ventilator,2398,825,992,9337.51,167,17,V003,False,14.359281437125748,22391348.98,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-22,103,Equipment,X-ray Machine,153,58,5874,4233.14,462,19,V002,False,0.33116883116883117,647670.42,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-23,103,Equipment,IV Drip,880,385,4292,19077.24,460,10,V003,False,1.9130434782608696,16787971.200000003,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-24,102,Equipment,Ventilator,3559,977,5606,6218.86,430,26,V002,False,8.276744186046512,22132922.74,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-25,103,Equipment,IV Drip,226,639,4192,7999.22,28,1,V001,True,8.071428571428571,1807823.72,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-26,104,Equipment,Gloves,1746,589,1638,596.28,38,16,V003,False,45.94736842105263,1041104.88,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-27,101,Consumable,Gloves,2599,645,4607,7760.43,116,22,V001,False,22.405172413793103,20169357.57,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-28,102,Consumable,Ventilator,4687,721,2819,2334.56,486,17,V003,False,9.6440329218107,10942082.72,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-29,109,Equipment,Surgical Mask,2115,328,5901,3828.92,395,11,V003,False,5.3544303797468356,8098165.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-30,101,Consumable,Ventilator,4995,978,5385,15790.87,504,5,V001,False,9.910714285714286,78875395.65,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-01-31,104,Consumable,Surgical Mask,2580,303,2698,9444.07,168,8,V002,False,15.357142857142858,24365700.599999998,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-01,106,Equipment,Ventilator,3990,15,1262,16754.86,244,24,V002,False,16.352459016393443,66851891.400000006,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-02,108,Equipment,Ventilator,114,619,2383,6457.32,7,18,V002,True,16.285714285714285,736134.48,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-03,102,Equipment,X-ray Machine,1503,65,4704,7664.23,265,9,V002,False,5.6716981132075475,11519337.69,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-04,103,Consumable,Surgical Mask,3573,486,5052,16642.78,476,7,V003,False,7.506302521008403,59464652.94,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-05,100,Consumable,Surgical Mask,76,440,1359,1353.1,451,14,V002,True,0.16851441241685144,102835.59999999999,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-06,100,Equipment,Gloves,1163,48,5072,16408.54,498,6,V003,False,2.3353413654618476,19083132.02,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-07,106,Equipment,IV Drip,4214,571,3291,4108.2,263,18,V003,False,16.022813688212928,17311954.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-08,100,Consumable,Gloves,5357,274,4699,13098.78,43,6,V003,False,124.5813953488372,70170164.46000001,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-09,106,Consumable,Surgical Mask,284,644,599,10657.62,424,5,V001,True,0.6698113207547169,3026764.08,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-10,103,Consumable,X-ray Machine,3029,203,4989,15785.82,348,3,V001,False,8.704022988505747,47815248.78,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-11,103,Equipment,Surgical Mask,2511,332,1386,15330.07,228,23,V002,False,11.013157894736842,38493805.769999996,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-12,108,Equipment,IV Drip,2413,72,1320,11508.29,81,29,V003,False,29.790123456790123,27769503.770000003,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-13,108,Consumable,IV Drip,2614,26,3871,11614.0,252,27,V002,False,10.373015873015873,30358996.0,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-14,108,Equipment,Ventilator,1613,199,3397,14687.35,546,18,V001,False,2.9542124542124544,23690695.55,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-15,102,Consumable,X-ray Machine,5474,204,2318,12211.46,479,28,V001,False,11.427974947807932,66845532.03999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-16,103,Equipment,Gloves,2127,277,1962,11180.05,32,2,V001,False,66.46875,23779966.349999998,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-17,102,Consumable,X-ray Machine,1367,425,1855,9954.16,440,28,V003,False,3.106818181818182,13607336.72,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-18,100,Equipment,Ventilator,2108,404,3520,19150.22,215,8,V001,False,9.804651162790698,40368663.760000005,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-19,108,Equipment,Surgical Mask,167,30,2817,4425.19,41,14,V001,False,4.073170731707317,739006.73,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-20,108,Equipment,IV Drip,1846,110,1468,8742.17,150,26,V002,False,12.306666666666667,16138045.82,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-21,103,Equipment,Surgical Mask,2427,792,732,8376.04,513,6,V002,False,4.730994152046784,20328649.080000002,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-22,108,Consumable,Surgical Mask,1053,642,3717,11731.33,176,5,V002,False,5.982954545454546,12353090.49,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-23,102,Consumable,Ventilator,155,62,5790,13675.82,189,27,V002,False,0.8201058201058201,2119752.1,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-24,108,Consumable,Gloves,2080,465,3872,4455.81,46,18,V001,False,45.21739130434783,9268084.8,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-25,104,Equipment,Surgical Mask,5202,679,3798,11237.37,510,16,V001,False,10.2,58456798.74,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-26,103,Equipment,IV Drip,1647,911,2239,18407.82,314,22,V003,False,5.245222929936306,30317679.54,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-27,100,Equipment,IV Drip,3265,280,3403,4687.32,421,8,V001,False,7.755344418052257,15304099.799999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-02-28,104,Equipment,Gloves,1262,636,5434,2216.52,201,9,V002,False,6.278606965174129,2797248.2399999998,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-01,103,Consumable,Gloves,2123,760,4130,5585.01,340,19,V003,False,6.2441176470588236,11856976.23,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-02,106,Consumable,Ventilator,4715,985,543,11055.04,131,21,V003,False,35.99236641221374,52124513.6,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-03,109,Consumable,X-ray Machine,3126,829,1077,9049.9,188,26,V001,False,16.627659574468087,28289987.4,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-04,108,Consumable,IV Drip,1429,42,3522,8807.99,274,8,V001,False,5.2153284671532845,12586617.709999999,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-05,100,Consumable,Surgical Mask,4344,417,4953,13084.14,458,3,V003,False,9.48471615720524,56837504.16,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-06,108,Consumable,Ventilator,5350,771,2669,18329.75,96,9,V003,False,55.729166666666664,98064162.5,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-07,105,Equipment,Gloves,4014,869,5795,3717.66,64,19,V003,False,62.71875,14922687.24,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-08,109,Equipment,Surgical Mask,1186,784,3744,6971.8,549,18,V001,False,2.1602914389799635,8268554.8,Warning,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-09,100,Consumable,X-ray Machine,1943,723,3325,7703.61,26,9,V002,False,74.73076923076923,14968114.229999999,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-10,109,Equipment,Gloves,4357,130,1015,3067.83,138,8,V003,False,31.57246376811594,13366535.31,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-11,106,Consumable,X-ray Machine,2669,75,1917,17810.15,358,2,V001,False,7.455307262569832,47535290.35,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-12,105,Consumable,X-ray Machine,3721,85,4719,18648.9,72,4,V003,False,51.68055555555556,69392556.9,Safe,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-13,103,Equipment,IV Drip,661,865,3055,19984.16,442,27,V001,True,1.495475113122172,13209529.76,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-14,101,Consumable,IV Drip,424,518,5654,4744.54,219,22,V001,True,1.9360730593607305,2011684.96,Critical,T002,RSUD dr. Mohamad Soewandhie,B
2025-03-15,108,Equipment,X-ray Machine,4366,720,4050,1435.5,76,16,V001,False,57.44736842105263,6267393.0,Safe,T002,RSUD dr. Mohamad Soewandhie,B
