tenant_id,drug_code,sales_date,sales_qty
T001,N02BA,2017-08-24,2.0
T001,N02BA,2017-08-25,1.0
T001,N02BA,2017-08-26,1.0
T001,N02BA,2017-08-27,1.0
T001,N02BA,2017-08-28,5.0
T001,N02BA,2017-08-29,3.5
T001,N02BA,2017-08-30,3.15
T001,N02BA,2017-08-31,3.05
T001,N02BA,2017-09-01,5.0
T001,N02BA,2017-09-02,6.0
T001,N02BA,2017-09-03,2.0
T001,N02BA,2017-09-04,6.0
T001,N02BA,2017-09-05,4.0
T001,N02BA,2017-09-06,5.0
T001,N02BA,2017-09-07,3.2
T001,N02BA,2017-09-08,3.1
T001,N02BA,2017-09-09,2.5
T001,N02BA,2017-09-10,1.0
T001,N02BA,2017-09-11,2.0
T001,N02BA,2017-09-12,5.2
T001,N02BA,2017-09-13,2.0
T001,N02BA,2017-09-14,5.0
T001,N02BA,2017-09-15,3.0
T001,N02BA,2017-09-16,3.45
T001,N02BA,2017-09-17,4.0
T001,N02BA,2017-09-18,1.0
T001,N02BA,2017-09-19,1.0
T001,N02BA,2017-09-20,0.1
T001,N02BA,2017-09-21,1.0
T001,N02BA,2017-09-22,3.0
T001,N02BA,2017-09-23,3.0
T001,N02BA,2017-09-24,2.0
T001,N02BA,2017-09-25,1.0
T001,N02BA,2017-09-26,2.1
T001,N02BA,2017-09-27,3.0
T001,N02BA,2017-09-28,2.5
T001,N02BA,2017-09-29,3.0
T001,N02BA,2017-09-30,3.0
T001,N02BA,2017-10-01,3.0
T001,N02BA,2017-10-02,3.15
T001,N02BA,2017-10-03,3.15
T001,N02BA,2017-10-04,4.0
T001,N02BA,2017-10-05,5.0
T001,N02BA,2017-10-06,1.0
T001,N02BA,2017-10-07,2.0
T001,N02BA,2017-10-08,5.2
T001,N02BA,2017-10-09,0.0
T001,N02BA,2017-10-10,2.0
T001,N02BA,2017-10-11,4.6
T001,N02BA,2017-10-12,2.3
T001,N02BA,2017-10-13,0.6
T001,N02BA,2017-10-14,4.0
T001,N02BA,2017-10-15,1.0
T001,N02BA,2017-10-16,0.0
T001,N02BA,2017-10-17,6.0
T001,N02BA,2017-10-18,1.0
T001,N02BA,2017-10-19,4.7
T001,N02BA,2017-10-20,3.0
T001,N02BA,2017-10-21,3.3
T001,N02BA,2017-10-22,5.0
T001,N02BA,2017-10-23,2.0
T001,N02BA,2017-10-24,10.0
T001,N02BA,2017-10-25,5.35
T001,N02BA,2017-10-26,2.0
T001,N02BA,2017-10-27,6.0
T001,N02BA,2017-10-28,4.0
T001,N02BA,2017-10-29,1.05
T001,N02BA,2017-10-30,2.0
T001,N02BA,2017-10-31,4.0
T001,N02BA,2017-11-01,2.0
T001,N02BA,2017-11-02,1.55
T001,N02BA,2017-11-03,4.4
T001,N02BA,2017-11-04,6.0
T001,N02BA,2017-11-05,1.1
T001,N02BA,2017-11-06,2.0
T001,N02BA,2017-11-07,7.0
T001,N02BA,2017-11-08,2.0
T001,N02BA,2017-11-09,0.0
T001,N02BA,2017-11-10,6.2
T001,N02BA,2017-11-11,4.1
T001,N02BA,2017-11-12,6.15
T001,N02BA,2017-11-13,4.2
T001,N02BA,2017-11-14,2.0
T001,N02BA,2017-11-15,7.7
T001,N02BA,2017-11-16,3.0
T001,N02BA,2017-11-17,3.0
T001,N02BA,2017-11-18,2.0
T001,N02BA,2017-11-19,1.0
T001,N02BA,2017-11-20,2.4
T001,N02BA,2017-11-21,1.0
T001,N02BA,2017-11-22,1.0
T001,N02BA,2017-11-23,6.0
T001,N02BA,2017-11-24,5.0
T001,N02BA,2017-11-25,4.1
T001,N02BA,2017-11-26,1.0
T001,N02BA,2017-11-27,6.1
T001,N02BA,2017-11-28,5.35
T001,N02BA,2017-11-29,4.1
T001,N02BA,2017-11-30,3.0
T001,N02BA,2017-12-01,1.0
T001,N02BA,2017-12-02,5.0
T001,N02BA,2017-12-03,3.0
T001,N02BA,2017-12-04,4.0
T001,N02BA,2017-12-05,4.05
T001,N02BA,2017-12-06,2.1
T001,N02BA,2017-12-07,5.45
T001,N02BA,2017-12-08,3.5
T001,N02BA,2017-12-09,5.4
T001,N02BA,2017-12-10,5.0
T001,N02BA,2017-12-11,5.5
T001,N02BA,2017-12-12,3.0
T001,N02BA,2017-12-13,2.3
T001,N02BA,2017-12-14,3.0
T001,N02BA,2017-12-15,2.5
T001,N02BA,2017-12-16,3.0
T001,N02BA,2017-12-17,5.1
T001,N02BA,2017-12-18,6.0
T001,N02BA,2017-12-19,0.0
T001,N02BA,2017-12-20,3.0
T001,N02BA,2017-12-21,4.0
T001,N02BA,2017-12-22,1.5
T001,N02BA,2017-12-23,6.1
T001,N02BA,2017-12-24,2.0
T001,N02BA,2017-12-25,4.1
T001,N02BA,2017-12-26,3.5
T001,N02BA,2017-12-27,5.15
T001,N02BA,2017-12-28,5.1
T001,N02BA,2017-12-29,2.5
T001,N02BA,2017-12-30,4.0
T001,N02BA,2017-12-31,5.3
T001,N02BA,2018-01-01,0.0
T001,N02BA,2018-01-02,2.25
T001,N02BA,2018-01-03,3.0
T001,N02BA,2018-01-04,1.0
T001,N02BA,2018-01-05,3.0
T001,N02BA,2018-01-06,2.2
T001,N02BA,2018-01-07,0.0
T001,N02BA,2018-01-08,4.2
T001,N02BA,2018-01-09,5.0
T001,N02BA,2018-01-10,6.0
T001,N02BA,2018-01-11,5.5
T001,N02BA,2018-01-12,3.0
T001,N02BA,2018-01-13,3.2
T001,N02BA,2018-01-14,1.2
T001,N02BA,2018-01-15,5.1
T001,N02BA,2018-01-16,3.0
T001,N02BA,2018-01-17,2.0
T001,N02BA,2018-01-18,4.0
T001,N02BA,2018-01-19,3.0
T001,N02BA,2018-01-20,2.0
T001,N02BA,2018-01-21,3.4
T001,N02BA,2018-01-22,6.0
T001,N02BA,2018-01-23,4.6
T001,N02BA,2018-01-24,4.0
T001,N02BA,2018-01-25,4.2
T001,N02BA,2018-01-26,0.4
T001,N02BA,2018-01-27,3.0
T001,N02BA,2018-01-28,5.65
T001,N02BA,2018-01-29,4.25
T001,N02BA,2018-01-30,3.0
T001,N02BA,2018-01-31,4.0
T001,N02BA,2018-02-01,6.0
T001,N02BA,2018-02-02,4.0
T001,N02BA,2018-02-03,3.3
T001,N02BA,2018-02-04,2.0
T001,N02BA,2018-02-05,3.0
T001,N02BA,2018-02-06,6.85
T001,N02BA,2018-02-07,3.2
T001,N02BA,2018-02-08,3.0
T001,N02BA,2018-02-09,4.25
T001,N02BA,2018-02-10,3.5
T001,N02BA,2018-02-11,7.8
T001,N02BA,2018-02-12,10.0
T001,N02BA,2018-02-13,5.0
T001,N02BA,2018-02-14,2.1
T001,N02BA,2018-02-15,0.85
T001,N02BA,2018-02-16,1.2
T001,N02BA,2018-02-17,2.0
T001,N02BA,2018-02-18,7.55
T001,N02BA,2018-02-19,1.7
T001,N02BA,2018-02-20,4.2
T001,N02BA,2018-02-21,9.5
T001,N02BA,2018-02-22,3.15
T001,N02BA,2018-02-23,1.0
T001,N02BA,2018-02-24,7.0
T001,N02BA,2018-02-25,2.0
T001,N02BA,2018-02-26,2.0
T001,N02BA,2018-02-27,3.4
T001,N02BA,2018-02-28,5.1
T001,N02BA,2018-03-01,1.05
T001,N02BA,2018-03-02,9.5
T001,N02BA,2018-03-03,8.15
T001,N02BA,2018-03-04,4.0
T001,N02BA,2018-03-05,6.1
T001,N02BA,2018-03-06,5.85
T001,N02BA,2018-03-07,4.0
T001,N02BA,2018-03-08,4.0
T001,N02BA,2018-03-09,4.2
T001,N02BA,2018-03-10,4.0
T001,N02BA,2018-03-11,5.6
T001,N02BA,2018-03-12,3.0
T001,N02BA,2018-03-13,5.2
T001,N02BA,2018-03-14,0.0
T001,N02BA,2018-03-15,3.0
T001,N02BA,2018-03-16,1.0
T001,N02BA,2018-03-17,3.15
T001,N02BA,2018-03-18,4.3
T001,N02BA,2018-03-19,0.0
T001,N02BA,2018-03-20,9.0
T001,N02BA,2018-03-21,2.0
T001,N02BA,2018-03-22,1.55
T001,N02BA,2018-03-23,5.15
T001,N02BA,2018-03-24,5.0
T001,N02BA,2018-03-25,3.2
T001,N02BA,2018-03-26,0.2
T001,N02BA,2018-03-27,5.1
T001,N02BA,2018-03-28,1.0
T001,N02BA,2018-03-29,3.0
T001,N02BA,2018-03-30,9.0
T001,N02BA,2018-03-31,2.0
T001,N02BA,2018-04-01,0.0
T001,N02BA,2018-04-02,6.3
T001,N02BA,2018-04-03,2.0
T001,N02BA,2018-04-04,3.0
T001,N02BA,2018-04-05,5.4
T001,N02BA,2018-04-06,4.2
T001,N02BA,2018-04-07,2.0
T001,N02BA,2018-04-08,0.0
T001,N02BA,2018-04-09,6.0
T001,N02BA,2018-04-10,2.0
T001,N02BA,2018-04-11,2.0
T001,N02BA,2018-04-12,3.5
T001,N02BA,2018-04-13,5.0
T001,N02BA,2018-04-14,2.0
T001,N02BA,2018-04-15,3.0
T001,N02BA,2018-04-16,0.25
T001,N02BA,2018-04-17,0.15
T001,N02BA,2018-04-18,3.25
T001,N02BA,2018-04-19,1.0
T001,N02BA,2018-04-20,0.0
T001,N02BA,2018-04-21,2.0
T001,N02BA,2018-04-22,3.5
T001,N02BA,2018-04-23,1.0
T001,N02BA,2018-04-24,6.0
T001,N02BA,2018-04-25,5.0
T001,N02BA,2018-04-26,2.0
T001,N02BA,2018-04-27,3.0
T001,N02BA,2018-04-28,2.05
T001,N02BA,2018-04-29,6.0
T001,N02BA,2018-04-30,3.0
T001,N02BA,2018-05-01,1.0
T001,N02BA,2018-05-02,2.0
T001,N02BA,2018-05-03,2.0
T001,N02BA,2018-05-04,5.0
T001,N02BA,2018-05-05,5.0
T001,N02BA,2018-05-06,0.25
T001,N02BA,2018-05-07,0.0
T001,N02BA,2018-05-08,1.0
T001,N02BA,2018-05-09,7.0
T001,N02BA,2018-05-10,6.0
T001,N02BA,2018-05-11,3.0
T001,N02BA,2018-05-12,5.15
T001,N02BA,2018-05-13,3.0
T001,N02BA,2018-05-14,1.0
T001,N02BA,2018-05-15,2.0
T001,N02BA,2018-05-16,2.5
T001,N02BA,2018-05-17,3.5
T001,N02BA,2018-05-18,6.0
T001,N02BA,2018-05-19,1.0
T001,N02BA,2018-05-20,1.0
T001,N02BA,2018-05-21,2.15
T001,N02BA,2018-05-22,3.0
T001,N02BA,2018-05-23,0.0
T001,N02BA,2018-05-24,5.0
T001,N02BA,2018-05-25,2.0
T001,N02BA,2018-05-26,7.0
T001,N02BA,2018-05-27,5.0
T001,N02BA,2018-05-28,1.2
T001,N02BA,2018-05-29,3.3
T001,N02BA,2018-05-30,2.0
T001,N02BA,2018-05-31,1.35
T001,N02BA,2018-06-01,4.0
T001,N02BA,2018-06-02,4.0
T001,N02BA,2018-06-03,1.0
T001,N02BA,2018-06-04,6.0
T001,N02BA,2018-06-05,1.05
T001,N02BA,2018-06-06,0.15
T001,N02BA,2018-06-07,0.25
T001,N02BA,2018-06-08,2.0
T001,N02BA,2018-06-09,3.0
T001,N02BA,2018-06-10,5.0
T001,N02BA,2018-06-11,3.1
T001,N02BA,2018-06-12,4.0
T001,N02BA,2018-06-13,1.2
T001,N02BA,2018-06-14,1.0
T001,N02BA,2018-06-15,0.3
T001,N02BA,2018-06-16,5.0
T001,N02BA,2018-06-17,6.0
T001,N02BA,2018-06-18,2.1
T001,N02BA,2018-06-19,4.0
T001,N02BA,2018-06-20,2.5
T001,N02BA,2018-06-21,4.0
T001,N02BA,2018-06-22,4.15
T001,N02BA,2018-06-23,2.0
T001,N02BA,2018-06-24,2.0
T001,N02BA,2018-06-25,0.0
T001,N02BA,2018-06-26,3.0
T001,N02BA,2018-06-27,3.0
T001,N02BA,2018-06-28,4.0
T001,N02BA,2018-06-29,2.0
T001,N02BA,2018-06-30,7.0
T001,N02BA,2018-07-01,1.0
T001,N02BA,2018-07-02,3.0
T001,N02BA,2018-07-03,1.0
T001,N02BA,2018-07-04,3.5
T001,N02BA,2018-07-05,4.0
T001,N02BA,2018-07-06,1.25
T001,N02BA,2018-07-07,7.0
T001,N02BA,2018-07-08,2.0
T001,N02BA,2018-07-09,4.0
T001,N02BA,2018-07-10,4.0
T001,N02BA,2018-07-11,3.0
T001,N02BA,2018-07-12,7.0
T001,N02BA,2018-07-13,1.15
T001,N02BA,2018-07-14,0.0
T001,N02BA,2018-07-15,3.5
T001,N02BA,2018-07-16,1.0
T001,N02BA,2018-07-17,2.0
T001,N02BA,2018-07-18,5.0
T001,N02BA,2018-07-19,3.0
T001,N02BA,2018-07-20,5.0
T001,N02BA,2018-07-21,0.3
T001,N02BA,2018-07-22,0.0
T001,N02BA,2018-07-23,2.1
T001,N02BA,2018-07-24,2.0
T001,N02BA,2018-07-25,2.0
T001,N02BA,2018-07-26,5.0
T001,N02BA,2018-07-27,3.0
T001,N02BA,2018-07-28,1.0
T001,N02BA,2018-07-29,2.1
T001,N02BA,2018-07-30,5.3
T001,N02BA,2018-07-31,3.0
T001,N02BA,2018-08-01,1.0
T001,N02BA,2018-08-02,0.0
T001,N02BA,2018-08-03,2.0
T001,N02BA,2018-08-04,2.0
T001,N02BA,2018-08-05,5.0
T001,N02BA,2018-08-06,2.0
T001,N02BA,2018-08-07,8.0
T001,N02BA,2018-08-08,2.0
T001,N02BA,2018-08-09,1.0
T001,N02BA,2018-08-10,4.0
T001,N02BA,2018-08-11,6.0
T001,N02BA,2018-08-12,6.0
T001,N02BA,2018-08-13,2.0
T001,N02BA,2018-08-14,5.0
T001,N02BA,2018-08-15,2.0
T001,N02BA,2018-08-16,4.0
T001,N02BA,2018-08-17,2.4
T001,N02BA,2018-08-18,0.0
T001,N02BA,2018-08-19,1.0
T001,N02BA,2018-08-20,4.2
T001,N02BA,2018-08-21,2.15
T001,N02BA,2018-08-22,0.0
T001,N02BA,2018-08-23,4.0
T001,N02BA,2018-08-24,1.0
T001,N02BA,2018-08-25,3.2
T001,N02BA,2018-08-26,4.0
T001,N02BA,2018-08-27,9.0
T001,N02BA,2018-08-28,1.0
T001,N02BA,2018-08-29,1.3
T001,N02BA,2018-08-30,3.0
T001,N02BA,2018-08-31,0.0
T001,N02BA,2018-09-01,2.2
T001,N02BA,2018-09-02,3.0
T001,N02BA,2018-09-03,2.0
T001,N02BA,2018-09-04,1.0
T001,N02BA,2018-09-05,1.5
T001,N02BA,2018-09-06,3.0
T001,N02BA,2018-09-07,4.0
T001,N02BA,2018-09-08,6.1
T001,N02BA,2018-09-09,0.0
T001,N02BA,2018-09-10,2.0
T001,N02BA,2018-09-11,3.0
T001,N02BA,2018-09-12,2.0
T001,N02BA,2018-09-13,1.0
T001,N02BA,2018-09-14,4.0
T001,N02BA,2018-09-15,4.0
T001,N02BA,2018-09-16,3.25
T001,N02BA,2018-09-17,3.75
T001,N02BA,2018-09-18,3.7
T001,N02BA,2018-09-19,2.0
T001,N02BA,2018-09-20,2.0
T001,N02BA,2018-09-21,1.0
T001,N02BA,2018-09-22,1.5
T001,N02BA,2018-09-23,3.25
T001,N02BA,2018-09-24,5.5
T001,N02BA,2018-09-25,3.3
T001,N02BA,2018-09-26,6.0
T001,N02BA,2018-09-27,4.6
T001,N02BA,2018-09-28,3.7
T001,N02BA,2018-09-29,2.15
T001,N02BA,2018-09-30,2.0
T001,N02BA,2018-10-01,1.0
T001,N02BA,2018-10-02,3.5
T001,N02BA,2018-10-03,3.0
T001,N02BA,2018-10-04,2.0
T001,N02BA,2018-10-05,1.1
T001,N02BA,2018-10-06,3.2
T001,N02BA,2018-10-07,2.0
T001,N02BA,2018-10-08,3.0
T001,N02BA,2018-10-09,1.0
T001,N02BA,2018-10-10,4.1
T001,N02BA,2018-10-11,2.1
T001,N02BA,2018-10-12,1.0
T001,N02BA,2018-10-13,3.25
T001,N02BA,2018-10-14,6.2
T001,N02BA,2018-10-15,3.0
T001,N02BA,2018-10-16,2.0
T001,N02BA,2018-10-17,4.0
T001,N02BA,2018-10-18,1.1
T001,N02BA,2018-10-19,0.0
T001,N02BA,2018-10-20,2.0
T001,N02BA,2018-10-21,1.0
T001,N02BA,2018-10-22,3.3
T001,N02BA,2018-10-23,0.45
T001,N02BA,2018-10-24,5.0
T001,N02BA,2018-10-25,3.0
T001,N02BA,2018-10-26,4.6
T001,N02BA,2018-10-27,2.2
T001,N02BA,2018-10-28,1.6
T001,N02BA,2018-10-29,2.35
T001,N02BA,2018-10-30,1.0
T001,N02BA,2018-10-31,3.0
T001,N02BA,2018-11-01,3.0
T001,N02BA,2018-11-02,0.0
T001,N02BA,2018-11-03,6.2
T001,N02BA,2018-11-04,0.0
T001,N02BA,2018-11-05,6.0
T001,N02BA,2018-11-06,10.55
T001,N02BA,2018-11-07,3.0
T001,N02BA,2018-11-08,6.0
T001,N02BA,2018-11-09,5.0
T001,N02BA,2018-11-10,2.0
T001,N02BA,2018-11-11,2.0
T001,N02BA,2018-11-12,7.0
T001,N02BA,2018-11-13,6.0
T001,N02BA,2018-11-14,3.0
T001,N02BA,2018-11-15,2.0
T001,N02BA,2018-11-16,4.0
T001,N02BA,2018-11-17,1.0
T001,N02BA,2018-11-18,5.0
T001,N02BA,2018-11-19,2.0
T001,N02BA,2018-11-20,4.0
T001,N02BA,2018-11-21,3.25
T001,N02BA,2018-11-22,3.0
T001,N02BA,2018-11-23,3.0
T001,N02BA,2018-11-24,5.0
T001,N02BA,2018-11-25,3.15
T001,N02BA,2018-11-26,2.0
T001,N02BA,2018-11-27,2.0
T001,N02BA,2018-11-28,1.0
T001,N02BA,2018-11-29,1.0
T001,N02BA,2018-11-30,1.0
T001,N02BA,2018-12-01,2.05
T001,N02BA,2018-12-02,10.0
T001,N02BA,2018-12-03,2.1
T001,N02BA,2018-12-04,3.0
T001,N02BA,2018-12-05,3.5
T001,N02BA,2018-12-06,0.0
T001,N02BA,2018-12-07,3.0
T001,N02BA,2018-12-08,0.0
T001,N02BA,2018-12-09,4.1
T001,N02BA,2018-12-10,1.5
T001,N02BA,2018-12-11,8.35
T001,N02BA,2018-12-12,3.0
T001,N02BA,2018-12-13,3.0
T001,N02BA,2018-12-14,0.2
T001,N02BA,2018-12-15,3.45
T001,N02BA,2018-12-16,0.2
T001,N02BA,2018-12-17,5.0
T001,N02BA,2018-12-18,1.0
T001,N02BA,2018-12-19,0.0
T001,N02BA,2018-12-20,1.0
T001,N02BA,2018-12-21,0.0
T001,N02BA,2018-12-22,4.5
T001,N02BA,2018-12-23,2.3
T001,N02BA,2018-12-24,1.0
T001,N02BA,2018-12-25,5.1
T001,N02BA,2018-12-26,2.15
T001,N02BA,2018-12-27,3.05
T001,N02BA,2018-12-28,1.0
T001,N02BA,2018-12-29,1.0
T001,N02BA,2018-12-30,5.0
T001,N02BA,2018-12-31,5.2
T001,N02BA,2019-01-01,0.0
T001,N02BA,2019-01-02,4.15
T001,N02BA,2019-01-03,6.25
T001,N02BA,2019-01-04,2.6
T001,N02BA,2019-01-05,3.1
T001,N02BA,2019-01-06,2.25
T001,N02BA,2019-01-07,0.0
T001,N02BA,2019-01-08,0.0
T001,N02BA,2019-01-09,2.0
T001,N02BA,2019-01-10,5.6
T001,N02BA,2019-01-11,3.0
T001,N02BA,2019-01-12,5.0
T001,N02BA,2019-01-13,4.6
T001,N02BA,2019-01-14,3.0
T001,N02BA,2019-01-15,3.65
T001,N02BA,2019-01-16,6.0
T001,N02BA,2019-01-17,3.7
T001,N02BA,2019-01-18,4.0
T001,N02BA,2019-01-19,5.5
T001,N02BA,2019-01-20,2.1
T001,N02BA,2019-01-21,0.0
T001,N02BA,2019-01-22,1.0
T001,N02BA,2019-01-23,7.1
T001,N02BA,2019-01-24,6.0
T001,N02BA,2019-01-25,4.0
T001,N02BA,2019-01-26,2.4
T001,N02BA,2019-01-27,2.0
T001,N02BA,2019-01-28,3.0
T001,N02BA,2019-01-29,3.45
T001,N02BA,2019-01-30,2.25
T001,N02BA,2019-01-31,2.0
T001,N02BA,2019-02-01,8.0
T001,N02BA,2019-02-02,6.2
T001,N02BA,2019-02-03,5.75
T001,N02BA,2019-02-04,3.0
T001,N02BA,2019-02-05,3.65
T001,N02BA,2019-02-06,2.2
T001,N02BA,2019-02-07,4.5
T001,N02BA,2019-02-08,7.0
T001,N02BA,2019-02-09,5.0
T001,N02BA,2019-02-10,3.35
T001,N02BA,2019-02-11,6.15
T001,N02BA,2019-02-12,0.0
T001,N02BA,2019-02-13,1.0
T001,N02BA,2019-02-14,3.15
T001,N02BA,2019-02-15,12.5
T001,N02BA,2019-02-16,5.0
T001,N02BA,2019-02-17,4.0
T001,N02BA,2019-02-18,3.6
T001,N02BA,2019-02-19,1.5
T001,N02BA,2019-02-20,3.3
T001,N02BA,2019-02-21,2.1
T001,N02BA,2019-02-22,1.2
T001,N02BA,2019-02-23,3.2
T001,N02BA,2019-02-24,1.5
T001,N02BA,2019-02-25,3.0
T001,N02BA,2019-02-26,5.15
T001,N02BA,2019-02-27,1.2
T001,N02BA,2019-02-28,4.0
T001,N02BA,2019-03-01,2.5
T001,N02BA,2019-03-02,4.0
T001,N02BA,2019-03-03,1.0
T001,N02BA,2019-03-04,7.0
T001,N02BA,2019-03-05,0.2
T001,N02BA,2019-03-06,0.7
T001,N02BA,2019-03-07,4.25
T001,N02BA,2019-03-08,0.2
T001,N02BA,2019-03-09,4.0
T001,N02BA,2019-03-10,5.35
T001,N02BA,2019-03-11,2.5
T001,N02BA,2019-03-12,1.5
T001,N02BA,2019-03-13,6.0
T001,N02BA,2019-03-14,0.2
T001,N02BA,2019-03-15,3.0
T001,N02BA,2019-03-16,5.0
T001,N02BA,2019-03-17,2.0
T001,N02BA,2019-03-18,2.1
T001,N02BA,2019-03-19,1.5
T001,N02BA,2019-03-20,2.0
T001,N02BA,2019-03-21,0.0
T001,N02BA,2019-03-22,1.1
T001,N02BA,2019-03-23,4.25
T001,N02BA,2019-03-24,3.0
T001,N02BA,2019-03-25,6.0
T001,N02BA,2019-03-26,3.0
T001,N02BA,2019-03-27,3.0
T001,N02BA,2019-03-28,1.4
T001,N02BA,2019-03-29,4.0
T001,N02BA,2019-03-30,1.1
T001,N02BA,2019-03-31,1.5
T001,N02BA,2019-04-01,3.0
T001,N02BA,2019-04-02,3.0
T001,N02BA,2019-04-03,1.5
T001,N02BA,2019-04-04,8.0
T001,N02BA,2019-04-05,4.0
T001,N02BA,2019-04-06,3.0
T001,N02BA,2019-04-07,4.0
T001,N02BA,2019-04-08,3.3
T001,N02BA,2019-04-09,1.0
T001,N02BA,2019-04-10,2.0
T001,N02BA,2019-04-11,2.0
T001,N02BA,2019-04-12,4.1
T001,N02BA,2019-04-13,1.1
T001,N02BA,2019-04-14,1.0
T001,N02BA,2019-04-15,5.3
T001,N02BA,2019-04-16,2.0
T001,N02BA,2019-04-17,1.25
T001,N02BA,2019-04-18,0.0
T001,N02BA,2019-04-19,1.5
T001,N02BA,2019-04-20,1.5
T001,N02BA,2019-04-21,3.0
T001,N02BA,2019-04-22,4.5
T001,N02BA,2019-04-23,6.1
T001,N02BA,2019-04-24,3.0
T001,N02BA,2019-04-25,2.0
T001,N02BA,2019-04-26,3.25
T001,N02BA,2019-04-27,3.1
T001,N02BA,2019-04-28,0.0
T001,N02BA,2019-04-29,2.6
T001,N02BA,2019-04-30,8.0
T001,N02BA,2019-05-01,1.0
T001,N02BA,2019-05-02,5.5
T001,N02BA,2019-05-03,3.0
T001,N02BA,2019-05-04,4.25
T001,N02BA,2019-05-05,4.2
T001,N02BA,2019-05-06,2.0
T001,N02BA,2019-05-07,1.0
T001,N02BA,2019-05-08,3.0
T001,N02BA,2019-05-09,2.1
T001,N02BA,2019-05-10,5.5
T001,N02BA,2019-05-11,5.5
T001,N02BA,2019-05-12,3.1
T001,N02BA,2019-05-13,2.0
T001,N02BA,2019-05-14,4.0
T001,N02BA,2019-05-15,4.15
T001,N02BA,2019-05-16,2.0
T001,N02BA,2019-05-17,2.4
T001,N02BA,2019-05-18,5.1
T001,N02BA,2019-05-19,4.0
T001,N02BA,2019-05-20,5.0
T001,N02BA,2019-05-21,5.1
T001,N02BA,2019-05-22,3.15
T001,N02BA,2019-05-23,2.0
T001,N02BA,2019-05-24,3.0
T001,N02BA,2019-05-25,4.1
T001,N02BA,2019-05-26,2.0
T001,N02BA,2019-05-27,1.2
T001,N02BA,2019-05-28,6.3
T001,N02BA,2019-05-29,4.05
T001,N02BA,2019-05-30,3.4
T001,N02BA,2019-05-31,1.0
T001,N02BA,2019-06-01,6.0
T001,N02BA,2019-06-02,3.05
T001,N02BA,2019-06-03,4.0
T001,N02BA,2019-06-04,5.35
T001,N02BA,2019-06-05,2.1
T001,N02BA,2019-06-06,6.35
T001,N02BA,2019-06-07,2.0
T001,N02BA,2019-06-08,1.0
T001,N02BA,2019-06-09,8.0
T001,N02BA,2019-06-10,2.0
T001,N02BA,2019-06-11,10.5
T001,N02BA,2019-06-12,1.0
T001,N02BA,2019-06-13,0.25
T001,N02BA,2019-06-14,3.0
T001,N02BA,2019-06-15,5.0
T001,N02BA,2019-06-16,3.0
T001,N02BA,2019-06-17,3.0
T001,N02BA,2019-06-18,3.0
T001,N02BA,2019-06-19,3.0
T001,N02BA,2019-06-20,3.0
T001,N02BA,2019-06-21,3.0
T001,N02BA,2019-06-22,0.0
T001,N02BA,2019-06-23,5.5
T001,N02BA,2019-06-24,3.1
T001,N02BA,2019-06-25,5.0
T001,N02BA,2019-06-26,1.0
T001,N02BA,2019-06-27,4.0
T001,N02BA,2019-06-28,2.0
T001,N02BA,2019-06-29,5.0
T001,N02BA,2019-06-30,0.0
T001,N02BA,2019-07-01,1.0
T001,N02BA,2019-07-02,4.0
T001,N02BA,2019-07-03,4.0
T001,N02BA,2019-07-04,0.0
T001,N02BA,2019-07-05,4.0
T001,N02BA,2019-07-06,3.0
T001,N02BA,2019-07-07,3.0
T001,N02BA,2019-07-08,2.0
T001,N02BA,2019-07-09,8.0
T001,N02BA,2019-07-10,5.0
T001,N02BA,2019-07-11,4.0
T001,N02BA,2019-07-12,4.05
T001,N02BA,2019-07-13,1.0
T001,N02BA,2019-07-14,4.0
T001,N02BA,2019-07-15,4.55
T001,N02BA,2019-07-16,3.0
T001,N02BA,2019-07-17,2.5
T001,N02BA,2019-07-18,1.3
T001,N02BA,2019-07-19,4.0
T001,N02BA,2019-07-20,1.0
T001,N02BA,2019-07-21,1.1
T001,N02BA,2019-07-22,2.0
T001,N02BA,2019-07-23,5.2
T001,N02BA,2019-07-24,2.0
T001,N02BA,2019-07-25,5.0
T001,N02BA,2019-07-26,0.1
T001,N02BA,2019-07-27,1.0
T001,N02BA,2019-07-28,4.0
T001,N02BA,2019-07-29,2.0
T001,N02BA,2019-07-30,5.0
T001,N02BA,2019-07-31,2.0
T001,N02BA,2019-08-01,2.0
T001,N02BA,2019-08-02,3.0
T001,N02BA,2019-08-03,2.3
T001,N02BA,2019-08-04,5.0
T001,N02BA,2019-08-05,4.3
T001,N02BA,2019-08-06,2.0
T001,N02BA,2019-08-07,2.0
T001,N02BA,2019-08-08,3.0
T001,N02BA,2019-08-09,0.0
T001,N02BA,2019-08-10,6.0
T001,N02BA,2019-08-11,4.0
T001,N02BA,2019-08-12,1.0
T001,N02BA,2019-08-13,2.0
T001,N02BA,2019-08-14,3.1
T001,N02BA,2019-08-15,2.0
T001,N02BA,2019-08-16,2.0
T001,N02BA,2019-08-17,2.45
T001,N02BA,2019-08-18,1.0
T001,N02BA,2019-08-19,4.0
T001,N02BA,2019-08-20,2.0
T001,N02BA,2019-08-21,0.0
T001,N02BA,2019-08-22,2.0
T001,N02BA,2019-08-23,4.05
T001,N02BA,2019-08-24,3.0
T001,N02BA,2019-08-25,2.0
T001,N02BA,2019-08-26,3.0
T001,N02BA,2019-08-27,3.0
T001,N02BA,2019-08-28,5.0
